,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.3,0.41,0.55,0.52,0.47,0.58,0.64,0.8,0.58,0.74,0.86
badtrinitycore.csv,0.0,0.5,0.61,0.67,0.65,0.0,0.94,0.67,0.96,0.97,0.77
boost.csv,0.33,0.41,0.45,0.46,0.46,0.67,0.53,0.5,0.55,0.47,0.55
electric-core.csv,0.31,0.5,0.63,0.45,0.47,0.86,0.49,0.46,0.5,0.44,0.59
java-gnome.csv,0.92,0.85,0.99,0.92,0.49,0.44,0.57,0.52,0.47,0.49,0.73
miranda-icq.csv,0.31,0.45,0.5,0.49,0.45,0.86,0.59,0.67,0.57,0.4,0.64
ofbiz.csv,0.36,0.45,0.4,0.39,0.47,0.62,0.4,0.45,0.48,0.45,0.41
olsrd.csv,0.29,0.31,0.48,0.46,0.4,0.5,0.36,0.41,0.44,0.36,0.62
opensim4opencog.csv,0.31,0.29,0.44,0.38,0.48,0.63,0.41,0.43,0.48,0.4,0.54
t-2.csv,0.43,0.51,0.5,0.48,0.76,0.8,0.46,0.77,0.59,0.66,0.46
xcf.csv,0.32,0.31,0.43,0.42,0.59,0.52,0.41,0.47,0.53,0.45,0.43
