,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.88,0.76,0.58,0.57,0.52,0.32,0.54,0.2,0.28,0.24,0.16
badtrinitycore.csv,0.0,0.01,0.47,0.83,0.39,0.0,0.04,0.38,0.15,0.12,0.28
boost.csv,0.96,0.69,0.71,0.57,0.7,0.02,0.37,0.92,0.72,0.52,0.53
electric-core.csv,0.92,0.75,0.61,0.66,0.65,0.21,0.62,0.96,0.6,0.53,0.53
java-gnome.csv,0.27,0.35,0.13,0.06,0.57,0.81,0.65,0.34,0.68,0.36,0.31
miranda-icq.csv,0.85,0.99,0.63,0.43,0.78,0.05,0.58,0.43,0.4,0.63,0.28
ofbiz.csv,0.85,0.99,0.7,0.74,0.91,0.33,0.96,0.81,0.96,0.75,0.66
olsrd.csv,1.0,0.74,0.63,0.6,0.65,0.3,0.73,0.58,0.44,0.63,0.31
opensim4opencog.csv,0.92,0.63,0.67,0.85,0.52,0.18,0.48,0.7,0.38,0.64,0.38
t-2.csv,0.58,0.53,0.47,0.6,0.43,0.04,0.63,0.64,0.7,0.5,0.78
xcf.csv,0.92,0.69,0.69,0.68,0.43,0.42,0.65,0.95,0.45,0.53,0.81
