,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.63,0.66,0.62,0.7,0.56,0.41,0.47,0.68,0.32,0.55,0.64,0.47,0.62,0.5
customwars.csv,0.64,0.65,0.62,0.67,0.7,0.22,0.46,0.57,0.5,0.4,0.81,0.43,0.65,0.63
firebreath.csv,0.56,0.57,0.55,0.4,0.62,0.15,0.66,0.72,0.68,0.52,0.61,0.43,0.66,0.63
gss.csv,0.54,0.64,0.51,0.36,0.38,0.61,0.58,0.68,0.2,0.09,0.69,0.17,0.6,0.77
irplus.csv,0.58,0.67,0.62,0.69,0.57,0.41,0.47,0.48,0.73,0.64,0.72,0.48,0.61,0.49
kwave.csv,0.57,0.59,0.57,0.58,0.0,0.54,0.56,0.36,0.52,0.59,0.43,0.51,0.71,0.54
liferea.csv,0.65,0.61,0.64,0.65,0.7,0.41,0.47,0.69,0.39,0.54,0.72,0.56,0.53,0.5
plearn.csv,0.68,0.47,0.18,0.39,0.18,0.0,0.31,0.45,0.43,0.47,0.65,0.6,0.4,0.34
psrchive.csv,0.59,0.52,0.34,0.85,0.57,0.22,0.52,0.53,0.55,0.41,0.84,0.45,0.38,0.31
qcad2.csv,0.41,0.63,0.45,0.58,0.52,0.54,0.59,0.82,0.53,0.32,0.45,0.64,0.65,0.46
tzod.csv,0.56,0.06,0.64,0.6,0.63,0.29,0.42,0.23,0.14,0.28,0.72,0.33,0.41,0.27
wxcode.csv,0.36,0.26,0.31,0.41,0.36,0.07,0.24,0.54,0.34,0.24,0.96,0.51,0.43,0.27
xinity.csv,0.43,0.36,0.48,0.16,0.0,0.57,0.5,0.34,0.42,0.28,0.39,0.74,0.46,0.0
xmoto.csv,0.59,0.37,0.55,0.53,0.27,0.07,0.59,0.64,0.49,0.28,0.68,0.48,0.73,0.16
