,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.76,0.86,0.62,0.65,0.68,0.84,0.83,0.5,0.86,0.85,0.77,0.56,0.13,0.52,0.85,0.9,0.63,0.52
arm-webradio.csv,0.74,0.47,0.37,0.47,0.79,0.65,0.77,0.49,0.82,0.57,0.85,0.66,0.72,1.0,0.7,0.73,0.65,0.03
bwapi.csv,0.75,0.83,0.86,0.91,0.87,0.93,0.81,0.86,0.77,0.57,0.79,0.91,0.91,0.66,0.76,0.06,0.92,0.88
co-ode-owl-plugins.csv,0.54,1.0,0.49,0.41,0.61,0.6,0.76,0.06,0.39,0.99,0.92,0.7,0.72,0.96,0.48,1.0,0.28,0.99
firebreath.csv,0.74,0.7,0.56,0.59,0.54,0.1,0.87,0.74,0.74,0.88,0.75,0.96,0.83,0.99,0.52,0.77,0.69,0.83
frogatto.csv,0.81,0.59,0.38,0.47,0.5,0.7,0.7,0.72,0.76,0.52,0.84,0.61,0.57,0.35,0.03,0.87,0.43,0.61
gretl.csv,0.87,0.98,0.8,0.93,0.95,0.76,0.77,0.97,0.9,0.9,0.84,0.07,0.88,0.8,0.68,0.89,0.86,0.86
jasperreports.csv,0.88,1.0,0.68,0.85,0.87,0.84,1.0,0.62,0.87,0.95,1.0,0.98,0.99,0.0,0.97,0.94,1.0,1.0
konversation.csv,0.86,0.79,0.08,0.85,0.69,0.9,0.97,0.67,0.88,0.69,1.0,0.84,0.72,0.69,0.8,0.94,0.82,0.66
linuxsh.csv,0.72,0.09,0.45,0.57,0.67,0.67,0.77,0.87,0.71,0.52,0.88,0.63,0.82,0.62,0.63,0.61,0.65,0.83
moviesandbox.csv,0.63,0.6,0.46,0.57,0.04,0.78,0.91,0.89,0.66,0.49,0.83,0.77,0.9,0.47,0.78,0.84,0.57,0.57
ontomorphtab.csv,0.05,0.64,0.59,0.4,0.61,0.65,0.65,0.7,0.48,0.69,0.94,0.61,0.79,0.38,0.58,0.85,0.61,0.43
opengs.csv,0.85,0.83,0.38,0.51,0.39,0.81,0.96,0.83,0.0,0.58,0.89,0.54,0.76,0.39,0.54,0.83,0.52,0.69
scite-ru.csv,0.72,0.73,0.57,0.48,0.52,0.63,0.12,0.59,0.62,0.75,0.75,0.82,0.91,0.95,0.67,0.67,0.55,0.87
tokratan.csv,0.74,1.0,0.48,0.63,0.76,0.76,0.6,1.01,0.99,0.13,0.86,0.79,0.86,0.71,0.92,0.95,0.45,0.77
vrjuggler.csv,0.91,1.0,0.67,0.91,0.8,1.0,0.85,0.61,0.95,0.87,0.13,0.88,0.91,1.05,0.73,0.94,0.59,0.81
wxcode.csv,1.0,1.0,0.5,0.87,0.84,0.9,0.86,0.94,0.93,0.93,0.94,0.86,0.88,0.54,0.86,0.94,0.0,0.89
xuggle.csv,0.86,0.95,0.83,0.22,0.84,0.87,0.93,0.77,0.62,0.73,1.0,0.9,0.88,1.0,1.03,0.68,0.62,0.94
