,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.43,0.78,0.22,0.44,0.49,0.35,0.33,0.45,0.83,0.6,0.34,0.43,0.11,0.44,0.79,0.67,0.46,0.39
arm-webradio.csv,0.67,0.29,0.16,0.44,0.77,0.31,0.1,0.2,0.81,0.56,0.24,0.47,0.35,1.0,0.55,0.69,0.63,0.0
bwapi.csv,0.71,0.78,0.86,0.88,0.83,0.93,0.81,0.77,0.55,0.53,0.75,0.9,0.91,0.66,0.64,0.06,0.92,0.85
co-ode-owl-plugins.csv,0.33,1.0,0.27,0.32,0.6,0.43,0.0,0.01,0.36,0.99,0.29,0.2,0.38,0.96,0.42,1.0,0.24,0.98
firebreath.csv,0.71,0.6,0.46,0.54,0.37,0.01,0.73,0.72,0.71,0.85,0.73,0.93,0.82,0.92,0.39,0.22,0.54,0.79
frogatto.csv,0.14,0.24,0.29,0.27,0.29,0.3,0.65,0.28,0.3,0.23,0.37,0.4,0.25,0.34,0.03,0.42,0.32,0.32
gretl.csv,0.86,0.96,0.8,0.93,0.94,0.72,0.56,0.97,0.86,0.9,0.63,0.07,0.87,0.79,0.67,0.89,0.82,0.85
jasperreports.csv,0.81,0.02,0.13,0.02,0.06,0.1,0.02,0.55,0.06,0.78,0.02,0.03,0.05,0.0,0.03,0.0,0.04,0.0
konversation.csv,0.48,0.31,0.0,0.08,0.09,0.23,0.46,0.1,0.16,0.33,0.02,0.6,0.45,0.03,0.18,0.0,0.39,0.01
linuxsh.csv,0.1,0.0,0.17,0.19,0.57,0.21,0.29,0.24,0.65,0.4,0.12,0.13,0.38,0.54,0.3,0.19,0.3,0.01
moviesandbox.csv,0.05,0.25,0.2,0.17,0.03,0.16,0.04,0.07,0.14,0.29,0.17,0.2,0.29,0.1,0.06,0.28,0.04,0.03
ontomorphtab.csv,0.05,0.45,0.57,0.28,0.57,0.5,0.21,0.34,0.4,0.68,0.12,0.27,0.27,0.37,0.42,0.53,0.22,0.16
opengs.csv,0.19,0.13,0.19,0.18,0.29,0.14,0.08,0.02,0.0,0.23,0.15,0.13,0.22,0.24,0.21,0.11,0.3,0.03
scite-ru.csv,0.71,0.07,0.39,0.35,0.46,0.42,0.08,0.39,0.61,0.75,0.29,0.2,0.25,0.93,0.27,0.28,0.34,0.41
tokratan.csv,0.05,0.02,0.23,0.16,0.14,0.09,0.19,0.16,0.1,0.0,0.29,0.67,0.29,0.16,0.0,0.0,0.13,0.0
vrjuggler.csv,0.48,0.0,0.09,0.03,0.06,0.03,0.38,0.26,0.05,0.04,0.03,0.0,0.04,0.49,0.21,0.0,0.16,0.09
wxcode.csv,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.02,0.0,0.01,0.02,0.03,0.09,0.08,0.0,0.0,0.0,0.02
xuggle.csv,0.71,0.95,0.49,0.0,0.69,0.75,0.85,0.72,0.61,0.65,0.0,0.87,0.87,0.82,0.94,0.61,0.61,0.78
