,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,3.0,28.0,10.0,45.0,2.0,7.0,8.0,2.0,1.0,12.0,0.0,0.0,1.0,172.0,2.0,0.0,29.0,1.0
arm-webradio.csv,2.0,1.0,4.0,10.0,2.0,2.0,2.0,2.0,2.0,15.0,7.0,0.0,0.0,182.0,2.0,0.0,1.0,0.0
bwapi.csv,0.0,0.0,14.0,86.0,0.0,1.0,4.0,6.0,1.0,8.0,8.0,2.0,0.0,65.0,1.0,0.0,3.0,2.0
co-ode-owl-plugins.csv,3.0,4.0,21.0,16.0,0.0,1.0,0.0,0.0,3.0,22.0,6.0,0.0,0.0,182.0,0.0,1.0,0.0,3.0
firebreath.csv,1.0,3.0,20.0,71.0,4.0,0.0,11.0,8.0,2.0,21.0,11.0,2.0,2.0,180.0,1.0,0.0,2.0,4.0
frogatto.csv,0.0,2.0,3.0,20.0,0.0,4.0,5.0,0.0,9.0,8.0,6.0,2.0,0.0,100.0,0.0,0.0,16.0,9.0
gretl.csv,1.0,4.0,15.0,113.0,0.0,5.0,3.0,9.0,1.0,14.0,6.0,0.0,1.0,314.0,1.0,1.0,56.0,2.0
jasperreports.csv,1.0,65.0,4.0,4.0,0.0,1.0,72.0,10.0,3.0,16.0,74.0,1.0,2.0,0.0,1.0,0.0,82.0,131.0
konversation.csv,1.0,12.0,0.0,21.0,0.0,2.0,12.0,7.0,12.0,10.0,74.0,2.0,2.0,4.0,2.0,0.0,3.0,0.0
linuxsh.csv,0.0,0.0,13.0,11.0,0.0,2.0,6.0,7.0,3.0,25.0,1.0,0.0,0.0,241.0,1.0,0.0,18.0,0.0
moviesandbox.csv,0.0,8.0,14.0,9.0,0.0,3.0,2.0,5.0,1.0,9.0,0.0,0.0,1.0,17.0,1.0,2.0,2.0,0.0
ontomorphtab.csv,0.0,3.0,7.0,13.0,1.0,10.0,1.0,2.0,0.0,10.0,0.0,1.0,0.0,122.0,3.0,0.0,11.0,7.0
opengs.csv,0.0,1.0,5.0,27.0,0.0,5.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,1.0,0.0,16.0,0.0
scite-ru.csv,1.0,0.0,23.0,47.0,0.0,3.0,0.0,7.0,2.0,20.0,8.0,1.0,0.0,182.0,2.0,1.0,12.0,2.0
tokratan.csv,0.0,65.0,17.0,21.0,1.0,2.0,2.0,109.0,8.0,0.0,12.0,1.0,0.0,48.0,0.0,0.0,8.0,0.0
vrjuggler.csv,1.0,65.0,7.0,10.0,0.0,155.0,9.0,6.0,2.0,2.0,1.0,0.0,0.0,231.0,0.0,0.0,11.0,5.0
wxcode.csv,55.0,65.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
xuggle.csv,1.0,4.0,26.0,0.0,1.0,3.0,14.0,7.0,2.0,22.0,74.0,2.0,1.0,178.0,1.0,0.0,2.0,3.0
