,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.46,0.23,0.27,0.21,0.55,0.26,0.23,0.38,0.53,0.12,0.24,0.74,0.93,0.15,0.57,0.5,0.17,0.48
arm-webradio.csv,0.66,0.41,0.47,0.31,0.69,0.45,0.32,0.43,0.58,0.27,0.18,0.66,0.46,0.1,0.54,0.78,0.2,0.99
bwapi.csv,0.7,0.26,0.22,0.18,0.61,0.55,0.46,0.22,0.41,0.26,0.33,0.85,0.73,0.14,0.54,0.99,0.17,0.38
co-ode-owl-plugins.csv,0.65,0.29,0.33,0.34,0.75,0.51,0.38,0.94,0.72,0.2,0.11,0.48,0.48,0.1,0.72,0.87,0.39,0.39
firebreath.csv,0.72,0.27,0.26,0.25,0.64,0.94,0.31,0.3,0.58,0.18,0.36,0.79,0.72,0.07,0.66,0.39,0.15,0.39
frogatto.csv,0.31,0.34,0.38,0.32,0.65,0.4,0.45,0.24,0.34,0.31,0.19,0.66,0.59,0.23,0.99,0.35,0.28,0.41
gretl.csv,0.72,0.25,0.25,0.19,0.68,0.52,0.33,0.29,0.5,0.2,0.23,0.99,0.75,0.11,0.7,0.87,0.14,0.41
jasperreports.csv,0.61,0.0,0.29,0.23,0.23,0.25,0.0,0.32,0.21,0.12,0.0,0.04,0.02,1.0,0.05,0.11,0.0,0.0
konversation.csv,0.36,0.19,0.96,0.17,0.46,0.18,0.12,0.36,0.19,0.19,0.0,0.53,0.51,0.34,0.32,0.12,0.1,0.5
linuxsh.csv,0.43,0.95,0.41,0.31,0.62,0.43,0.29,0.14,0.54,0.27,0.16,0.55,0.36,0.12,0.52,0.57,0.18,0.29
moviesandbox.csv,0.53,0.33,0.38,0.33,0.98,0.31,0.16,0.15,0.45,0.3,0.21,0.4,0.22,0.33,0.35,0.32,0.46,0.57
ontomorphtab.csv,0.99,0.29,0.27,0.36,0.71,0.49,0.4,0.25,0.64,0.23,0.08,0.6,0.37,0.21,0.61,0.45,0.22,0.58
opengs.csv,0.27,0.2,0.43,0.35,0.74,0.28,0.08,0.26,1.0,0.27,0.15,0.64,0.39,0.23,0.59,0.29,0.24,0.45
scite-ru.csv,0.77,0.33,0.26,0.3,0.71,0.48,0.86,0.31,0.65,0.23,0.26,0.32,0.19,0.09,0.47,0.54,0.22,0.19
tokratan.csv,0.4,0.0,0.35,0.29,0.37,0.36,0.45,0.0,0.03,0.93,0.17,0.67,0.28,0.15,0.15,0.09,0.38,0.37
vrjuggler.csv,0.3,0.0,0.33,0.13,0.33,0.0,0.22,0.32,0.1,0.18,0.88,0.22,0.16,0.02,0.41,0.11,0.27,0.27
wxcode.csv,0.0,0.0,0.55,0.18,0.26,0.17,0.21,0.1,0.14,0.12,0.11,0.24,0.21,0.31,0.24,0.12,1.0,0.2
xuggle.csv,0.53,0.3,0.13,0.88,0.51,0.4,0.33,0.27,0.64,0.19,0.0,0.78,0.73,0.05,0.48,0.74,0.2,0.27
