,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.36,0.46,0.67,0.71,0.57,0.12,0.41,0.68,0.73,0.4,0.62,0.66
gmerlin.csv,0.45,0.39,0.45,0.0,0.6,0.0,0.54,0.71,0.0,0.5,0.0,0.63
google-gears.csv,0.57,0.31,0.64,0.72,0.58,0.09,0.35,0.79,0.73,0.49,0.56,0.63
gstreamer.csv,0.49,0.21,0.66,0.74,0.58,0.09,0.47,0.69,0.74,0.52,0.52,0.64
lportal.csv,0.0,0.16,0.02,0.04,0.15,0.25,0.05,0.0,0.52,0.08,0.48,0.19
metacosm.csv,0.37,0.24,0.5,0.31,0.49,0.1,0.36,0.46,0.54,0.37,0.4,0.71
mplayer-ce.csv,0.48,0.42,0.68,0.77,0.49,0.08,0.43,0.8,0.61,0.52,0.55,0.66
openmeetings.csv,0.57,0.62,0.61,0.61,0.55,0.14,0.38,0.47,0.6,0.5,0.57,0.54
qgis.csv,0.38,0.27,0.65,0.0,0.48,0.09,0.28,0.46,0.68,0.47,0.01,0.6
skia.csv,0.57,0.3,0.48,0.72,0.61,0.12,0.41,0.53,0.43,0.63,0.44,0.35
wxcrp.csv,0.54,0.23,0.6,0.74,0.5,0.08,0.46,0.6,0.73,0.47,0.56,0.53
yafdotnet.csv,0.56,0.37,0.58,0.58,0.66,0.12,0.46,0.61,0.6,0.55,0.42,0.62
