,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,615.5,337.5,1763.0,89.5,557.5,94.5,111.0,89.5,189.0,197.5,92.5,98.5,97.5,97.5,3377.5,195.0
bdbbasic.csv,191.0,1091.5,3161.5,97.5,175.0,99.0,111.0,0.0,90.5,197.5,95.5,98.5,98.5,97.5,3134.5,195.0
crux-framework.csv,193.5,752.5,366.0,94.5,188.0,99.0,487.5,92.5,98.5,97.5,92.5,98.5,84.5,194.5,381.5,271.0
echongl.csv,386.5,394.5,1834.5,97.5,760.0,290.5,38.5,98.5,98.5,98.5,95.5,99.0,99.0,98.5,4131.5,195.0
etherboot.csv,103.0,179.0,0.0,0.0,361.0,76.5,0.0,98.5,98.5,0.0,390.5,3.5,99.0,0.0,2378.0,293.5
freebios.csv,387.5,246.5,1598.0,97.5,661.5,371.5,290.5,97.5,390.0,197.5,191.0,99.0,99.0,850.0,4005.5,89.5
gebr.csv,387.5,1328.5,1930.0,97.5,837.5,99.0,586.0,98.5,98.5,197.5,390.5,99.0,98.5,99.0,4479.0,293.5
glelite.csv,387.5,1328.5,1930.0,97.5,849.5,99.0,487.5,98.5,98.5,197.5,292.0,99.0,99.0,99.0,3787.5,293.5
gnukeda.csv,192.0,384.5,2654.5,97.5,751.0,99.0,192.0,96.5,287.5,195.5,292.0,99.0,97.5,97.5,3155.5,293.5
google-gears.csv,192.0,477.0,963.0,97.5,665.5,99.0,288.0,98.5,98.5,98.5,194.5,99.0,99.0,99.0,2705.5,293.5
gstreamer.csv,192.0,1232.0,4691.0,97.5,754.0,99.0,388.5,98.5,98.5,98.5,194.5,99.0,99.0,99.0,4479.0,293.5
jnode.csv,161.5,460.0,1836.0,94.5,187.0,114.0,94.5,189.0,188.0,93.5,265.5,282.5,66.5,93.5,509.5,46.5
metacosm.csv,64.5,900.0,767.0,162.0,521.5,95.5,180.0,93.5,74.5,98.5,193.0,92.5,95.5,197.5,903.0,195.0
openmeetings.csv,291.0,278.5,1251.5,81.5,269.5,95.5,275.5,98.5,74.5,97.5,308.0,99.0,98.5,99.0,1035.5,190.0
tradelink.csv,132.0,743.0,1053.5,276.5,760.0,665.0,489.5,98.5,98.5,98.5,292.0,99.0,99.0,296.0,3830.0,293.5
wxcrp.csv,188.0,737.5,1351.0,97.5,849.5,99.0,286.5,98.5,98.5,97.5,292.0,99.0,99.0,99.0,3962.0,293.5
