,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.13,0.5,0.96,0.81,0.34,0.45,0.61,0.39,0.79,0.54,0.25,0.14,0.64,0.48,0.73,0.35,0.15,0.66,0.48
dspace-gsoc.csv,0.14,0.41,0.48,0.57,0.3,0.42,0.61,0.43,0.65,0.49,0.21,0.14,1.0,0.41,0.66,0.25,0.1,0.34,0.58
grisbi.csv,0.15,0.55,0.45,0.61,0.36,0.39,0.78,0.38,0.89,0.99,0.17,0.13,0.78,0.48,0.77,0.37,0.17,0.69,0.56
maidsafe-dht.csv,0.12,0.11,0.38,0.01,1.0,0.0,0.24,0.55,0.26,0.33,0.0,0.0,0.0,0.03,0.12,0.27,0.0,0.23,0.0
mesa3d.csv,0.14,0.07,0.17,0.69,0.32,0.56,0.51,0.39,0.25,0.36,0.31,0.11,0.15,0.21,0.53,0.89,0.67,0.46,0.24
n2cms.csv,0.18,0.98,0.36,0.29,0.3,0.26,0.61,0.38,0.54,0.69,0.19,0.11,0.32,0.56,0.55,0.12,0.17,0.3,0.31
nassp.csv,0.14,0.39,0.39,0.1,0.37,0.0,0.34,0.96,0.65,0.61,0.2,0.14,0.27,0.42,0.25,0.39,0.36,0.15,0.42
ninject.csv,0.2,0.28,0.0,0.15,0.21,0.0,0.09,0.0,0.39,0.0,0.0,0.0,0.1,0.0,0.0,0.2,1.0,0.0,0.54
nug.csv,0.16,0.45,0.36,0.85,0.27,0.97,0.61,0.25,0.33,0.28,0.0,0.06,0.35,0.36,0.61,0.3,0.11,0.4,0.45
nuttx.csv,0.15,0.53,0.4,1.0,0.41,0.47,0.76,0.36,0.66,0.82,0.18,0.1,0.62,0.41,0.64,0.4,0.22,0.72,0.52
oorexx.csv,0.16,0.44,0.31,0.82,0.43,0.34,0.65,0.39,0.61,0.68,0.19,0.12,0.65,0.34,0.68,0.3,0.19,0.99,0.29
oppna-program-hsatools.csv,0.16,0.58,0.38,0.74,0.33,0.48,0.92,0.37,0.99,0.92,0.09,0.1,0.79,0.58,0.91,0.35,0.16,0.7,0.53
redshell.csv,0.15,0.56,0.38,0.9,0.34,0.47,1.0,0.19,0.53,0.75,0.22,0.12,0.72,0.39,0.63,0.34,0.15,0.59,0.36
super-tux.csv,0.16,0.48,0.38,0.9,0.32,0.49,0.98,0.34,0.67,0.9,0.2,0.1,0.79,0.5,1.0,0.35,0.24,0.74,0.5
tart.csv,0.0,0.0,0.13,0.0,0.12,0.0,0.08,0.0,0.3,0.11,0.0,1.0,0.05,0.09,0.1,0.0,0.0,0.05,0.0
tcvp.csv,0.0,0.19,0.0,0.18,0.21,0.27,0.2,0.26,0.24,0.3,1.0,0.0,0.2,0.03,0.12,0.26,0.0,0.31,0.48
vdsf.csv,0.89,0.52,0.36,0.89,0.31,0.49,0.94,0.34,0.88,0.88,0.22,0.11,0.78,0.55,0.95,0.34,0.13,0.72,0.49
web-cat.csv,0.0,0.23,0.35,0.11,0.35,0.28,0.73,0.37,0.6,0.73,0.13,0.16,0.34,0.54,0.6,0.23,0.2,0.57,0.97
zabbix.csv,0.16,0.54,0.39,0.74,0.34,0.41,0.82,0.4,0.83,0.84,0.11,0.1,0.67,0.99,0.92,0.31,0.13,0.58,0.48
