,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.26,0.57,0.24,0.37,0.56,0.68,0.27,0.46,0.29,0.61,0.23,0.21,0.61,0.0,0.47,0.47,0.7,0.17,0.51,0.06
autofac.csv,0.51,0.5,0.17,0.78,0.31,0.48,0.65,0.52,0.18,0.65,0.38,0.56,0.45,0.7,0.46,0.62,0.43,0.63,0.51,0.67
avisynth2.csv,0.24,0.18,0.15,0.09,0.0,0.01,0.15,0.04,0.12,0.0,0.0,0.14,0.16,0.99,0.0,0.1,0.15,0.52,0.0,0.0
azureus.csv,0.69,0.2,0.53,0.44,0.41,0.67,0.34,0.41,0.58,0.43,0.42,0.73,0.71,0.72,0.39,0.0,0.65,0.39,0.52,0.46
coot.csv,0.0,0.14,0.0,0.2,0.31,0.49,0.45,0.53,0.54,0.57,0.45,0.53,0.35,0.0,0.28,0.17,0.24,0.0,0.54,0.72
dsworkbench.csv,0.34,0.75,0.74,0.48,0.48,0.63,0.53,0.61,0.58,0.28,0.23,0.38,0.32,0.0,0.51,0.17,0.52,0.53,0.56,0.57
forester-atv.csv,0.0,0.76,0.6,0.33,0.02,0.28,0.71,0.1,0.63,0.65,0.54,0.05,0.0,0.0,0.34,0.47,0.43,0.15,0.2,0.43
freelords.csv,0.71,0.36,0.4,0.51,0.23,0.62,0.64,0.51,0.71,0.72,0.56,0.3,0.61,0.13,0.55,0.72,0.56,0.69,0.26,0.21
gabel.csv,0.01,0.59,0.49,0.36,0.32,0.24,0.73,0.4,0.4,0.87,0.6,0.5,0.64,0.37,0.33,0.23,0.49,0.15,0.23,0.21
geotools.csv,0.58,0.64,0.51,0.55,0.53,0.55,0.55,0.4,0.6,0.56,0.23,0.58,0.3,0.0,0.46,0.73,0.58,0.6,0.54,0.5
gephex.csv,0.37,0.36,0.0,0.24,0.56,0.69,0.58,0.52,0.55,0.5,0.32,0.4,0.17,0.0,0.39,0.0,0.65,0.63,0.67,0.38
google-collections.csv,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.21,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.47,0.57,0.4,0.49,0.47,0.27,0.75,0.3,0.58,0.77,0.45,0.5,0.54,0.36,0.48,0.47,0.47,0.61,0.27,0.25
mycila.csv,0.0,0.35,0.59,0.13,0.0,0.34,0.44,0.35,0.13,0.6,0.73,0.57,0.56,0.34,0.55,0.35,0.59,0.25,0.52,0.56
neodatis-odb.csv,0.0,0.5,0.28,0.54,0.24,0.29,0.51,0.73,0.39,0.47,0.62,0.58,0.31,0.53,0.57,0.3,0.35,0.07,0.52,0.61
octet.csv,0.45,0.4,0.42,0.58,0.35,0.24,0.27,0.36,0.29,0.42,0.33,0.4,0.5,0.49,0.74,0.67,0.55,0.15,0.55,0.54
pokenetonline.csv,0.61,0.5,0.24,0.39,0.17,0.67,0.6,0.41,0.79,0.5,0.52,0.33,0.78,0.09,0.36,0.53,0.56,0.71,0.35,0.47
scenemonitor.csv,0.37,0.52,0.63,0.51,0.55,0.38,0.62,0.51,0.81,0.7,0.41,0.73,0.62,0.0,0.34,0.7,0.6,0.51,0.43,0.21
servicestack.csv,0.05,0.6,0.36,0.32,0.0,0.13,0.07,0.28,0.06,0.0,0.12,0.15,0.26,0.68,0.17,0.15,0.26,0.73,0.0,0.0
twostep.csv,0.26,0.51,0.56,0.5,0.51,0.63,0.7,0.46,0.48,0.78,0.41,0.5,0.71,0.38,0.65,0.8,0.6,0.7,0.48,0.72
