,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.37,0.46,0.42,0.28
n2cms.csv,0.69,0.42,0.31,0.41
nassp.csv,0.36,0.29,0.34,0.58
nug.csv,0.6,0.15,0.68,0.3
