,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.33,0.66,0.54,0.45
n2cms.csv,0.72,0.68,0.4,0.68
nassp.csv,0.33,0.33,0.39,0.76
nug.csv,0.59,0.17,0.76,0.53
