,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.73,0.45,0.75,0.71
n2cms.csv,0.37,0.49,0.92,0.68
nassp.csv,0.74,0.73,0.73,0.33
nug.csv,0.76,0.87,0.32,0.74
