,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.19,0.27,0.67,0.41
n2cms.csv,0.23,0.4,0.75,0.67
nassp.csv,0.22,0.17,0.33,0.22
nug.csv,0.76,0.17,0.22,0.61
