,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,97.5,97.5,45.5,81.5,257.5,180.5,0.0,189.0,98.5,99.0,0.0,99.0,0.0,93.5,0.0
arianne.csv,97.5,97.5,482.5,463.5,453.5,1286.0,97.5,198.0,98.5,99.0,588.5,198.0,98.5,88.5,285.5
auber.csv,97.5,97.5,482.5,463.5,451.5,818.5,97.5,64.5,98.5,99.0,477.0,198.0,98.5,98.5,285.5
bl-toolkit.csv,98.5,97.5,287.5,279.5,370.0,2552.0,97.5,198.0,98.5,99.0,588.5,6637.5,98.5,98.5,285.5
growl-for-windows.csv,0.0,97.5,73.5,463.5,175.5,0.0,95.5,92.5,98.5,92.5,1039.0,0.0,98.5,98.5,92.5
keyczar.csv,93.5,71.5,20.5,178.0,183.0,1679.0,1037.5,196.5,152.5,95.5,1597.0,88.5,166.0,98.5,188.0
kml.csv,99.0,97.5,191.0,279.5,363.0,1039.0,97.5,99.0,98.5,99.0,588.5,198.0,98.5,98.5,188.0
knowledge.csv,99.0,97.5,482.5,463.5,454.5,2552.0,97.5,94.5,98.5,99.0,490.0,198.0,98.5,98.5,92.5
les-indemodables.csv,99.0,97.5,384.0,279.5,449.5,906.5,97.5,180.0,98.5,97.5,533.5,198.0,98.5,96.5,448.5
lportal.csv,79.5,90.5,49.5,0.0,0.0,8.5,91.5,0.0,91.5,92.5,7.5,2536.0,98.5,0.0,0.0
lufa-lib.csv,95.5,97.5,89.5,279.5,453.5,1508.5,193.0,492.5,98.5,295.5,847.0,198.0,98.5,98.5,177.5
micomt.csv,98.5,97.5,94.5,753.5,363.0,283.0,185.0,198.0,98.5,99.0,855.0,99.0,98.5,88.5,92.5
sigil.csv,97.5,97.5,289.5,272.5,453.5,1123.5,95.5,99.0,98.5,99.0,668.0,198.0,98.5,93.5,263.5
ultimairis.csv,99.0,97.5,482.5,279.5,352.0,768.0,97.5,295.0,48.5,99.0,588.5,198.0,0.0,62.5,188.0
voms.csv,99.0,97.5,482.5,279.5,83.0,120.0,97.5,94.5,98.5,99.0,391.5,198.0,98.5,0.0,250.5
