,recall,precision,pf,pci_20,ifa,wins
acdk.csv,0.385,0.63,0.15000000000000002,0.5549999999999999,0.5,18
amygdala.csv,0.425,0.54,0.35,0.55,1.0,14
awemud.csv,0.62,0.525,0.55,0.415,2.0,0
bullet.csv,0.44,0.555,0.47,0.6,2.0,6
customwars.csv,0.45499999999999996,0.65,0.265,0.425,1.0,16
dvd-create.csv,0.72,0.5449999999999999,0.565,0.435,1.0,11
gbif-indexingtoolkit.csv,0.85,0.47,0.895,0.46499999999999997,1.5,1
go.csv,0.675,0.595,0.395,0.455,0.5,17
growl-for-windows.csv,0.365,0.45999999999999996,0.185,0.42,0.5,9
gss.csv,0.77,0.605,0.655,0.36,0.5,15
kwave.csv,0.88,0.56,0.745,0.41,1.0,10
libarchive.csv,0.875,0.6,0.8300000000000001,0.395,1.5,5
linux-ntfs.csv,0.645,0.585,0.455,0.41,1.5,7
lsb.csv,0.48,0.53,0.405,0.555,1.0,13
mpgravity.csv,0.92,0.55,0.815,0.39,1.0,8
nativeclient.csv,0.68,0.55,0.43000000000000005,0.455,1.0,12
qcad2.csv,0.525,0.615,0.265,0.635,0.5,19
qtwin.csv,0.08,0.435,0.065,0.69,2.0,3
roller.csv,0.84,0.485,0.855,0.45,1.0,4
xinity.csv,0.59,0.425,0.6950000000000001,0.595,1.5,2
