,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.39,0.0,0.0,0.15,0.0,0.67,0.25,0.0,0.0,0.34,0.74,0.0,0.71,0.18
codeblocks.csv,0.53,0.45,0.56,0.37,0.31,0.54,0.33,0.69,0.5,0.52,0.22,0.68,0.71,0.71
ctrlr.csv,0.35,0.33,0.0,0.54,0.28,0.24,0.2,0.16,0.49,0.33,0.37,0.76,0.0,0.29
dvt.csv,0.53,0.36,0.4,0.22,0.05,0.39,0.7,0.63,0.16,0.36,0.36,0.47,0.0,0.28
flylinkdc.csv,0.76,0.57,0.09,0.55,0.43,0.65,0.46,0.46,0.0,0.42,0.62,0.49,0.0,0.68
kowari.csv,0.23,0.3,0.0,0.44,0.27,0.46,0.17,0.43,0.49,0.36,0.38,0.27,0.72,0.53
ldview.csv,0.05,0.34,0.0,0.61,0.21,0.3,0.13,0.57,0.36,0.76,0.34,0.42,0.13,0.71
maidsafe-dht.csv,0.45,0.43,0.65,0.61,0.33,0.78,0.43,0.48,0.6,0.38,0.57,0.34,0.65,0.42
n2cms.csv,0.69,0.55,0.53,0.77,0.27,0.7,0.51,0.44,0.58,0.42,0.69,0.17,0.7,0.41
nuttx.csv,0.5,0.17,0.01,0.1,0.67,0.33,0.09,0.51,0.24,0.53,0.06,0.48,0.33,0.39
rtb-team.csv,0.13,0.28,0.0,0.63,0.0,0.41,0.25,0.04,0.81,0.0,0.59,0.06,0.17,0.1
super-tux.csv,0.24,0.37,0.64,0.35,0.13,0.71,0.41,0.41,0.38,0.48,0.58,0.39,0.7,0.93
vdsf.csv,0.43,0.64,0.41,0.58,0.27,0.43,0.54,0.53,0.0,0.57,0.43,0.38,0.15,0.49
xbrlapi.csv,0.17,0.68,0.0,0.39,0.0,0.17,0.28,0.07,0.3,0.28,0.42,0.12,0.16,0.02
