,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,10.0,81.0,1261.0,0.0,222.0,6.0,0.0,154.0,51.0,2.0,0.0,79.0,6.0,0.0
codeblocks.csv,1.0,1.0,121.0,1.0,0.0,19.0,1.0,0.0,6.0,0.0,7.0,1.0,4.0,0.0
ctrlr.csv,7.0,0.0,1261.0,6.0,0.0,4.0,20.0,4.0,1.0,0.0,0.0,1.0,84.0,0.0
dvt.csv,1.0,5.0,296.0,5.0,0.0,14.0,0.0,4.0,3.0,0.0,10.0,1.0,84.0,0.0
flylinkdc.csv,2.0,0.0,5.0,6.0,0.0,17.0,21.0,0.0,1.0,0.0,4.0,2.0,8.0,0.0
kowari.csv,1.0,1.0,1261.0,1.0,0.0,2.0,1.0,1.0,7.0,0.0,2.0,4.0,1.0,0.0
ldview.csv,6.0,0.0,5.0,8.0,0.0,7.0,21.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0
maidsafe-dht.csv,11.0,3.0,5.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,6.0,1.0,3.0,0.0
n2cms.csv,3.0,0.0,72.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nuttx.csv,1.0,2.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
rtb-team.csv,0.0,0.0,1261.0,5.0,222.0,3.0,5.0,0.0,0.0,57.0,0.0,3.0,8.0,0.0
super-tux.csv,4.0,1.0,5.0,3.0,0.0,3.0,1.0,4.0,5.0,0.0,0.0,2.0,4.0,0.0
vdsf.csv,7.0,0.0,4.0,6.0,0.0,8.0,21.0,5.0,1.0,0.0,0.0,2.0,8.0,0.0
xbrlapi.csv,4.0,0.0,1261.0,4.0,222.0,10.0,0.0,0.0,1.0,4.0,3.0,1.0,46.0,0.0
