,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv,tango-cs.csv
bibletime.csv,4.0,8.0,5.0,0.0,13.0,1.0,0.0,0.0,3.0,1.0,4.0,18.0,5.0,0.0,2.0,6.0,30.0,0.0,0.0
decidr.csv,18.0,8.0,3.0,1.0,14.0,14.0,0.0,0.0,1.0,2.0,1.0,49.0,6.0,4.0,0.0,5.0,6.0,0.0,0.0
doomlegacy.csv,8.0,71.0,3.0,0.0,1.0,6.0,0.0,1.0,0.0,4.0,1.0,49.0,9.0,5.0,0.0,17.0,7.0,0.0,0.0
elmo.csv,1.0,5.0,0.0,0.0,6.0,11.0,0.0,0.0,1.0,4.0,1.0,79.0,4.0,0.0,2.0,6.0,6.0,0.0,0.0
gpac.csv,5.0,8.0,3.0,0.0,1.0,11.0,0.0,0.0,3.0,4.0,1.0,62.0,9.0,4.0,1.0,8.0,6.0,0.0,5.0
illumination.csv,284.0,8.0,2.0,1.0,360.0,0.0,5.0,102.0,1.0,52.0,1.0,36.0,7.0,2.0,0.0,1.0,13.0,0.0,113.0
img-browse-sort.csv,4.0,11.0,3.0,0.0,2.0,4.0,5.0,0.0,1.0,8.0,1.0,9.0,1.0,1.0,0.0,7.0,6.0,0.0,0.0
ktc.csv,4.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,12.0,0.0,0.0,3.0
neoengine.csv,1.0,8.0,0.0,0.0,7.0,7.0,2.0,0.0,3.0,0.0,1.0,24.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0
nicepress.csv,12.0,8.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,15.0,8.0,4.0,0.0,7.0,7.0,0.0,3.0
omseek.csv,5.0,71.0,2.0,72.0,3.0,0.0,6.0,102.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
pi-qmc.csv,6.0,37.0,8.0,0.0,3.0,9.0,0.0,2.0,3.0,3.0,0.0,50.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0
rosegarden.csv,8.0,9.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,34.0,8.0,0.0,0.0,6.0,25.0,0.0,0.0
sigil.csv,1.0,6.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
smarttag.csv,16.0,20.0,2.0,0.0,11.0,3.0,1.0,5.0,3.0,1.0,1.0,60.0,0.0,9.0,0.0,6.0,1.0,0.0,0.0
sylpheed-claws.csv,12.0,8.0,3.0,2.0,7.0,16.0,2.0,0.0,1.0,2.0,1.0,88.0,6.0,5.0,1.0,7.0,15.0,0.0,0.0
tango-cs.csv,24.0,4.0,2.0,0.0,2.0,14.0,7.0,0.0,3.0,4.0,0.0,34.0,2.0,6.0,1.0,12.0,1.0,0.0,0.0
xemeiah.csv,13.0,3.0,2.0,0.0,4.0,14.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,4.0,0.0,81.0,6.0,1.0,0.0
zscreen.csv,6.0,4.0,4.0,0.0,5.0,10.0,0.0,0.0,1.0,4.0,0.0,28.0,1.0,5.0,0.0,9.0,0.0,1.0,0.0
