,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.85,1.0,0.88,0.7,0.72,0.73,0.79,0.74,0.71,1.01,0.69,0.3
gwanted.csv,0.51,0.56,0.49,0.67,0.86,0.77,0.72,0.32,0.89,1.0,0.67,1.0
ivatamasks.csv,0.63,0.33,0.86,0.31,0.93,0.85,0.77,0.55,0.71,0.9,0.81,0.82
java-gnome.csv,0.4,0.73,0.73,0.7,0.87,0.88,0.85,0.73,0.26,0.84,0.77,0.74
orc.csv,1.0,0.52,0.23,0.69,0.96,0.68,0.76,0.7,0.96,1.0,0.82,0.63
plato.csv,0.95,1.0,0.99,0.8,0.91,0.3,0.89,0.64,0.81,1.0,0.98,0.8
rodin-b-sharp.csv,0.47,1.16,0.57,0.89,0.88,0.7,0.22,0.81,0.46,1.0,0.77,0.8
tycho.csv,0.99,0.68,0.65,0.71,0.68,0.77,0.95,0.63,0.63,0.36,0.86,0.85
umber.csv,0.15,1.03,1.0,0.81,0.79,1.0,0.95,0.92,0.94,0.84,0.53,0.97
unicase.csv,0.32,0.12,0.85,0.91,0.78,0.75,0.71,0.66,0.7,0.87,0.47,0.8
vienna-add-in.csv,0.83,1.1,0.86,0.79,0.44,0.78,0.84,0.71,0.98,0.64,0.91,0.82
wpdev.csv,0.98,0.0,0.99,1.0,0.98,1.0,1.0,0.95,1.0,0.96,0.99,0.9
