,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,1.0,0.59,0.68,1.0,0.95,0.54,0.83,0.88,1.0
decidr.csv,1.0,0.79,0.96,0.7,1.0,0.89,0.76,0.35,0.76
glas.csv,0.73,0.63,0.41,0.7,0.94,0.77,0.73,0.51,0.46
hatari.csv,0.77,0.58,0.48,0.81,0.9,0.57,0.88,0.87,0.82
ltp.csv,0.81,0.72,0.85,0.67,0.48,0.68,0.59,0.86,0.7
net-snmp.csv,0.52,0.65,0.68,0.72,0.65,0.8,0.74,0.97,0.79
opde.csv,1.0,0.67,1.0,0.55,0.76,0.71,1.0,0.58,0.79
powerfolder-.csv,0.67,0.42,0.68,0.9,0.83,0.77,0.77,0.69,0.87
tcl.csv,0.81,0.89,0.83,0.97,0.66,0.75,0.45,0.9,0.92
