,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.3,0.55,0.04,1.0,0.49,0.57,0.34,0.0,0.51,0.26
bscwweasel.csv,0.95,0.12,0.0,0.07,0.06,0.11,0.0,0.14,0.21,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fido.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
japano.csv,0.16,1.0,0.05,0.43,0.41,0.56,0.18,0.07,0.95,0.12
joustsim.csv,0.08,0.21,0.0,0.25,0.14,0.33,1.0,0.0,0.58,0.0
log4net.csv,0.0,0.02,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,0.26,0.67,0.06,0.68,0.23,0.99,0.4,0.07,0.71,0.2
rcp-company-uibindings.csv,0.25,0.82,0.05,0.68,0.41,0.87,0.27,0.08,1.0,0.18
unbvision.csv,0.21,0.87,0.0,0.63,0.97,0.77,0.26,0.06,0.9,0.2
