,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.35,0.39,0.33,1.0,0.47,0.41,0.55,0.0,0.35,1.0
bscwweasel.csv,0.9,0.06,0.0,0.04,0.03,0.06,0.0,0.25,0.12,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fido.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
japano.csv,0.45,1.0,1.0,0.41,0.93,0.44,0.36,1.0,0.93,0.4
joustsim.csv,0.05,0.12,0.0,0.15,0.1,0.21,1.0,0.0,0.41,0.0
log4net.csv,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,0.7,0.54,0.67,0.81,0.23,0.99,1.0,0.75,0.56,1.0
rcp-company-uibindings.csv,1.0,0.73,1.0,0.93,1.0,0.88,1.0,1.0,1.0,1.0
unbvision.csv,0.85,0.82,0.0,0.74,0.93,0.75,0.82,0.75,0.85,1.0
