,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.26,0.92,0.02,1.0,0.52,0.91,0.25,0.0,0.98,0.15
bscwweasel.csv,1.0,1.0,0.0,0.5,0.17,1.0,0.0,0.1,1.0,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fido.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
japano.csv,0.1,1.0,0.03,0.46,0.27,0.77,0.12,0.04,0.96,0.07
joustsim.csv,0.17,1.0,0.0,0.8,0.25,0.76,1.0,0.0,0.99,0.0
log4net.csv,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,0.16,0.91,0.03,0.58,0.23,0.98,0.25,0.04,0.97,0.11
rcp-company-uibindings.csv,0.14,0.93,0.02,0.53,0.26,0.87,0.16,0.04,1.0,0.1
unbvision.csv,0.12,0.93,0.0,0.56,1.0,0.8,0.16,0.03,0.95,0.11
