,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,2.0,15.0,2.0,8.0,3.0,1.0,8.0,0.0,19.0,13.0,6.0,1.0,0.0
bscwweasel.csv,0.0,142.0,2.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,6.0,70.0,0.0
capcode.csv,1.0,12.0,2.0,16.0,65.0,1.0,0.0,5.0,2.0,10.0,31.0,1.0,2.0
emite.csv,1.0,50.0,8.0,12.0,3.0,0.0,12.0,4.0,9.0,14.0,22.0,0.0,3.0
extprosys.csv,1.0,33.0,2.0,49.0,7.0,1.0,0.0,5.0,6.0,13.0,71.0,3.0,3.0
lamp.csv,0.0,0.0,8.0,3.0,3.0,1.0,3.0,116.0,1.0,3.0,5.0,0.0,0.0
retromenu.csv,2.0,12.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0
smbopensoft.csv,0.0,3.0,2.0,0.0,0.0,0.0,4.0,2.0,9.0,0.0,3.0,0.0,0.0
snakeyaml.csv,0.0,9.0,7.0,48.0,7.0,2.0,0.0,5.0,6.0,6.0,0.0,3.0,3.0
stuproa-cims.csv,1.0,35.0,9.0,8.0,9.0,0.0,8.0,5.0,0.0,10.0,21.0,3.0,2.0
ta3d.csv,1.0,34.0,17.0,27.0,12.0,2.0,24.0,1.0,1.0,10.0,42.0,2.0,0.0
thout.csv,0.0,13.0,0.0,35.0,4.0,0.0,13.0,10.0,5.0,10.0,15.0,1.0,1.0
vrjuggler.csv,1.0,142.0,19.0,33.0,9.0,186.0,0.0,116.0,5.0,2.0,48.0,1.0,0.0
