,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.85,0.16,0.33,0.21,0.49,0.45,0.16,1.0,0.25,0.23,0.35,0.4,0.83
bscwweasel.csv,1.0,0.0,0.58,1.0,0.58,0.31,0.1,0.5,0.57,0.33,0.5,0.0,0.8
capcode.csv,0.21,0.1,0.18,0.11,0.0,0.31,1.0,0.2,0.67,0.1,0.07,0.43,0.62
emite.csv,0.39,0.1,0.34,0.19,0.4,0.22,0.16,0.4,0.24,0.22,0.17,1.0,0.71
extprosys.csv,0.48,0.1,0.18,0.1,0.1,0.96,0.14,0.37,0.21,0.19,0.08,0.41,0.58
lamp.csv,1.0,0.93,0.31,0.43,0.57,0.33,0.33,0.0,0.75,0.25,0.39,0.5,0.8
retromenu.csv,0.56,0.1,0.64,0.38,1.0,0.43,0.22,0.48,0.85,0.08,0.41,0.75,0.86
smbopensoft.csv,0.99,0.15,0.36,0.4,0.52,0.12,0.17,0.56,0.23,0.38,0.24,0.57,1.0
snakeyaml.csv,0.8,0.07,0.43,0.12,0.31,0.3,0.16,0.27,0.22,0.27,1.0,0.42,0.62
stuproa-cims.csv,0.49,0.12,0.21,0.18,0.36,0.23,0.17,0.32,0.98,0.13,0.21,0.38,0.67
ta3d.csv,0.5,0.08,0.26,0.14,0.34,0.29,0.14,0.4,0.23,0.2,0.14,0.41,0.97
thout.csv,0.62,0.1,0.98,0.06,0.33,0.23,0.13,0.26,0.25,0.18,0.21,0.47,0.71
vrjuggler.csv,0.45,0.0,0.13,0.08,0.28,0.0,0.06,0.0,0.23,0.82,0.05,0.54,0.86
