,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.6,0.57,0.66,0.47,0.45,0.73,0.69,0.05,0.79,0.92,0.41,0.88,0.6
bscwweasel.csv,0.99,1.0,0.75,0.0,0.68,0.93,0.93,0.67,0.86,0.94,0.74,1.0,0.89
capcode.csv,0.98,0.72,0.82,0.87,1.0,0.69,0.33,0.9,0.89,0.93,0.89,0.91,0.8
emite.csv,0.84,0.76,0.52,0.65,0.61,0.82,0.68,0.63,0.76,0.98,0.6,0.03,0.88
extprosys.csv,1.0,0.7,0.94,0.87,1.06,0.08,0.72,0.64,1.01,0.75,0.98,0.88,0.89
lamp.csv,0.99,0.01,0.89,0.85,0.81,0.91,0.84,1.0,0.95,0.94,0.74,0.97,0.78
retromenu.csv,0.9,0.82,0.68,0.75,0.1,0.89,0.58,0.65,0.8,0.96,0.67,0.9,0.83
smbopensoft.csv,0.08,0.58,0.65,0.8,0.47,0.97,0.85,0.87,0.9,0.7,0.57,0.87,0.97
snakeyaml.csv,0.88,0.82,0.8,0.76,0.74,0.73,0.67,0.87,0.81,0.77,0.04,0.87,0.98
stuproa-cims.csv,0.98,0.62,0.79,0.62,0.84,0.82,0.64,1.0,0.05,0.87,0.51,0.79,0.74
ta3d.csv,0.94,0.79,0.7,0.69,0.67,0.8,0.83,0.56,0.82,0.87,0.68,0.9,0.07
thout.csv,0.77,0.72,0.05,0.92,0.68,0.86,0.78,0.85,0.74,0.81,0.58,0.68,0.68
vrjuggler.csv,0.8,1.0,0.9,0.87,0.81,1.0,0.95,1.0,0.77,0.13,0.94,0.61,0.83
