,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.07,0.28,0.23,0.4,0.44,0.13,0.61,0.0,0.27,0.92,0.17,0.15,0.19
bscwweasel.csv,0.0,0.02,0.05,0.0,0.11,0.07,0.13,0.16,0.04,0.03,0.04,0.02,0.06
capcode.csv,0.11,0.43,0.41,0.18,0.04,0.34,0.0,0.6,0.02,0.32,0.37,0.1,0.5
emite.csv,0.35,0.73,0.37,0.25,0.58,0.46,0.54,0.62,0.42,0.98,0.41,0.0,0.88
extprosys.csv,1.0,0.41,0.87,0.8,0.62,0.01,0.59,0.59,0.97,0.49,0.8,0.85,0.69
lamp.csv,0.0,0.01,0.07,0.03,0.07,0.07,0.06,0.06,0.01,0.05,0.06,0.02,0.12
retromenu.csv,0.08,0.22,0.05,0.06,0.0,0.06,0.3,0.19,0.01,0.41,0.07,0.02,0.06
smbopensoft.csv,0.01,0.3,0.2,0.04,0.27,0.11,0.14,0.05,0.13,0.14,0.23,0.08,0.0
snakeyaml.csv,0.03,0.59,0.08,0.67,0.6,0.68,0.45,0.8,0.63,0.19,0.0,0.85,0.94
stuproa-cims.csv,0.98,0.55,0.68,0.28,0.84,0.36,0.55,1.0,0.01,0.44,0.39,0.6,0.56
ta3d.csv,0.94,0.54,0.66,0.65,0.56,0.78,0.79,0.46,0.72,0.83,0.47,0.88,0.06
thout.csv,0.15,0.62,0.01,0.53,0.53,0.22,0.66,0.71,0.54,0.68,0.27,0.57,0.38
vrjuggler.csv,0.69,0.02,0.52,0.35,0.29,0.0,0.24,0.0,0.55,0.05,0.39,0.32,0.06
