,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.22,0.22,0.22,1.0,0.12,0.17
arsenal-1.csv,0.78,0.52,1.0,0.95,0.84,0.45
barracudamvc.csv,1.0,0.87,0.93,0.82,0.88,0.86
mevenide.csv,0.31,0.52,0.37,0.45,0.48,0.93
mumble.csv,0.45,0.74,0.26,0.55,0.92,0.28
openintents.csv,0.43,1.0,0.37,0.68,0.44,0.38
