,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.79,0.8,0.79,0.0,0.88,0.83
arsenal-1.csv,0.64,0.73,0.0,0.61,0.71,0.7
barracudamvc.csv,0.0,0.86,0.97,0.73,0.9,0.96
mevenide.csv,0.7,0.66,0.71,0.59,0.53,0.07
mumble.csv,0.71,0.47,0.8,0.48,0.08,0.76
openintents.csv,0.7,0.0,0.79,0.43,0.6,0.77
