,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.35,0.3,0.32,1.0,0.2,0.25
arsenal-1.csv,0.82,0.45,1.0,0.68,0.46,0.32
barracudamvc.csv,1.0,0.56,0.61,0.58,0.42,0.36
mevenide.csv,0.47,0.48,0.43,0.51,0.55,0.96
mumble.csv,0.58,0.64,0.33,0.62,0.96,0.28
openintents.csv,0.57,1.0,0.38,0.65,0.44,0.28
