,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.26,0.26,0.26,1.0,0.15,0.2
arsenal-1.csv,0.66,0.5,1.0,0.74,0.63,0.47
barracudamvc.csv,1.0,0.44,0.13,0.6,0.37,0.2
mevenide.csv,0.36,0.53,0.41,0.49,0.53,0.94
mumble.csv,0.47,0.71,0.3,0.59,0.93,0.32
openintents.csv,0.46,1.0,0.39,0.69,0.48,0.41
