,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.31,0.44,0.47,0.54,0.65,0.7,0.6,0.43,0.57,0.4,0.68,0.64,0.58,0.45,0.47,0.48,0.26,0.48
cornerstone.csv,0.51,0.71,0.58,0.55,0.79,0.73,1.02,0.74,0.97,0.97,0.43,0.49,0.7,0.6,0.88,0.57,0.51,0.91
emeraldemu.csv,0.57,0.54,0.52,0.8,0.86,0.83,0.62,0.36,0.67,0.5,0.71,0.89,0.79,1.0,0.52,0.53,0.52,0.63
grafx2.csv,0.39,0.51,0.52,0.47,0.68,0.74,0.58,0.43,0.64,0.39,0.64,0.53,0.54,0.32,0.61,0.57,0.54,0.58
jahshakafx.csv,0.31,0.43,0.56,0.46,0.69,0.77,0.57,0.47,0.56,0.51,0.65,0.74,0.46,0.33,0.46,0.43,0.29,0.43
maya-work-in-progress.csv,0.9,0.57,0.59,0.53,1.0,0.63,0.76,0.71,0.81,0.27,0.87,0.69,0.72,0.79,0.65,0.8,0.91,0.73
novembre.csv,0.34,0.44,0.58,0.74,0.82,0.74,0.5,0.52,0.58,0.65,0.63,0.55,0.83,0.51,0.65,0.43,0.31,0.6
ns-3.csv,0.54,0.54,0.95,0.61,0.68,0.53,0.86,0.84,0.67,0.68,0.58,0.95,0.72,0.96,0.64,0.72,0.85,0.66
nullc.csv,0.58,1.0,1.0,1.0,0.32,0.64,0.61,0.6,0.71,0.64,0.78,0.68,0.66,0.49,0.54,0.78,0.44,0.49
open-beos.csv,0.42,0.53,0.45,0.56,0.55,0.58,0.7,0.62,0.46,0.57,0.74,0.97,0.68,0.92,0.43,0.58,0.54,0.58
pixel-commandos.csv,0.96,0.67,0.81,0.72,0.84,0.87,0.6,0.8,0.87,0.94,0.95,0.96,0.86,0.66,0.6,0.69,0.07,0.82
planeshift.csv,0.97,0.91,0.86,0.99,0.84,0.65,0.68,0.58,0.77,0.59,0.69,0.85,0.39,0.38,0.71,0.9,0.62,0.89
plee-the-bear.csv,0.38,0.63,0.32,0.96,0.78,0.77,0.6,0.8,0.68,0.36,0.77,0.69,0.72,0.7,0.74,0.62,0.65,0.82
reaper-ecad.csv,0.51,0.83,0.76,0.42,0.76,0.97,1.0,0.67,0.86,0.97,0.76,1.0,0.77,1.0,0.75,0.61,0.75,0.88
sbml.csv,0.4,0.46,0.61,0.56,0.63,0.56,0.76,0.79,0.53,0.67,0.65,0.6,0.72,0.45,0.36,0.49,0.66,0.77
unimrcp.csv,0.59,0.58,0.53,0.62,0.61,0.6,0.74,0.44,0.56,0.44,0.9,0.43,0.54,0.54,0.45,0.62,0.59,0.71
unladen-swallow.csv,0.78,0.61,0.57,0.96,0.84,0.7,0.73,0.69,0.64,0.57,0.79,0.49,0.72,0.6,0.82,0.56,0.61,0.82
zxing.csv,0.43,0.56,0.46,0.54,0.67,0.77,0.7,0.52,0.68,0.81,0.69,1.0,0.53,0.86,0.53,0.49,0.35,0.39
