,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,2.0,14.0,36.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
cornerstone.csv,10.0,2.0,9.0,0.0,1.0,1.0,54.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0
emeraldemu.csv,48.0,8.0,40.0,47.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,80.0,1.0,0.0,7.0,0.0
grafx2.csv,8.0,1.0,27.0,37.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0
jahshakafx.csv,4.0,4.0,35.0,2.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maya-work-in-progress.csv,86.0,3.0,83.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,58.0,0.0
novembre.csv,6.0,44.0,6.0,20.0,0.0,2.0,3.0,14.0,11.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0
ns-3.csv,8.0,5.0,28.0,2.0,0.0,2.0,5.0,6.0,4.0,10.0,0.0,13.0,1.0,2.0,7.0,1.0,55.0,1.0
nullc.csv,20.0,3.0,58.0,80.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,13.0,2.0,7.0,1.0,1.0,14.0,0.0
open-beos.csv,3.0,1.0,56.0,25.0,0.0,3.0,3.0,40.0,2.0,1.0,1.0,12.0,1.0,2.0,0.0,1.0,25.0,0.0
pixel-commandos.csv,1.0,0.0,42.0,28.0,0.0,1.0,2.0,10.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0
planeshift.csv,103.0,3.0,47.0,79.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,9.0,2.0,0.0,1.0,1.0,35.0,0.0
plee-the-bear.csv,0.0,1.0,13.0,9.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,17.0,0.0
reaper-ecad.csv,0.0,8.0,26.0,6.0,0.0,0.0,54.0,5.0,3.0,0.0,0.0,100.0,0.0,80.0,0.0,1.0,0.0,0.0
sbml.csv,1.0,6.0,109.0,14.0,0.0,2.0,1.0,8.0,2.0,11.0,2.0,0.0,1.0,1.0,0.0,3.0,15.0,0.0
unimrcp.csv,49.0,0.0,84.0,46.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,1.0,0.0,1.0,0.0,4.0,20.0,0.0
unladen-swallow.csv,1.0,10.0,17.0,5.0,0.0,2.0,5.0,8.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,17.0,2.0
zxing.csv,0.0,6.0,55.0,10.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,100.0,1.0,0.0,0.0,1.0,3.0,0.0
