,recall,precision,pf,pci_20,ifa,wins
ardour.csv,0.635,0.5549999999999999,0.28500000000000003,0.405,1.0,9
cornerstone.csv,0.3,0.685,0.1,0.71,0.5,15
emeraldemu.csv,0.5,0.5700000000000001,0.14500000000000002,0.545,1.0,12
grafx2.csv,0.6799999999999999,0.545,0.35,0.48,1.5,8
jahshakafx.csv,0.67,0.6699999999999999,0.28,0.405,0.5,14
maya-work-in-progress.csv,0.88,0.48,0.715,0.39,1.0,4
novembre.csv,0.54,0.585,0.22499999999999998,0.515,2.5,7
ns-3.csv,0.575,0.485,0.475,0.505,4.5,0
nullc.csv,0.74,0.46499999999999997,0.525,0.475,3.0,1
open-beos.csv,0.755,0.555,0.475,0.41000000000000003,2.0,6
pixel-commandos.csv,0.2,0.67,0.08499999999999999,0.885,1.0,16
planeshift.csv,0.85,0.46499999999999997,0.72,0.425,2.0,2
plee-the-bear.csv,0.625,0.505,0.6,0.435,1.5,3
reaper-ecad.csv,0.235,0.755,0.015,0.73,0.5,17
sbml.csv,0.795,0.51,0.49,0.385,2.0,5
unimrcp.csv,0.695,0.53,0.355,0.455,1.0,10
unladen-swallow.csv,0.415,0.6000000000000001,0.18,0.565,2.0,11
zxing.csv,0.485,0.645,0.21000000000000002,0.48,1.0,13
