,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,4.0,4.0,15.0,0.0,0.0,7.0,1.0,3.0,85.0,0.0,18.0,10.0
gamestone.csv,0.0,8.0,4.0,2.0,0.0,1.0,1.0,54.0,4.0,0.0,3.0,1.0
geochat.csv,7.0,5.0,2.0,0.0,4.0,0.0,0.0,5.0,17.0,1.0,0.0,0.0
igarden.csv,59.0,0.0,0.0,2.0,2.0,3.0,0.0,7.0,9.0,1.0,25.0,14.0
ingex.csv,3.0,5.0,4.0,5.0,0.0,0.0,1.0,3.0,1.0,3.0,15.0,4.0
lphant.csv,7.0,4.0,39.0,10.0,3.0,2.0,0.0,0.0,4.0,10.0,3.0,16.0
nabu-library.csv,2.0,2.0,38.0,4.0,0.0,1.0,19.0,0.0,2.0,6.0,12.0,12.0
nebuladevice.csv,4.0,102.0,0.0,0.0,0.0,0.0,70.0,54.0,0.0,2.0,0.0,127.0
owlapi.csv,59.0,102.0,0.0,2.0,40.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
pi-qmc.csv,7.0,1.0,5.0,5.0,0.0,1.0,2.0,5.0,16.0,0.0,4.0,3.0
trinitycore.csv,1.0,2.0,13.0,11.0,2.0,3.0,23.0,54.0,12.0,5.0,0.0,10.0
twostep.csv,11.0,1.0,38.0,7.0,2.0,1.0,0.0,0.0,0.0,10.0,7.0,6.0
