,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.33,0.22,0.19,1.0,0.82,0.16,0.5,0.4,0.0,0.75,0.27,0.24
gamestone.csv,1.0,0.18,0.17,0.43,0.73,0.8,0.71,0.0,0.18,1.0,0.33,0.36
geochat.csv,0.17,0.34,0.24,0.38,0.46,0.39,0.37,0.5,0.14,0.54,0.33,1.0
igarden.csv,0.0,0.96,0.44,0.4,0.44,0.4,0.25,0.47,0.12,0.45,0.22,0.25
ingex.csv,0.17,0.27,0.24,0.3,0.66,1.0,0.8,0.31,0.17,0.62,0.1,0.24
lphant.csv,0.16,0.29,0.19,0.29,0.43,0.42,0.4,1.0,0.2,0.3,0.31,0.24
nabu-library.csv,0.18,0.33,0.1,0.37,1.0,0.37,0.29,0.36,0.19,0.35,0.25,0.24
nebuladevice.csv,0.2,0.0,1.0,0.2,0.5,0.5,0.0,0.0,1.0,0.33,0.44,0.0
owlapi.csv,0.0,0.0,1.0,0.4,0.14,0.67,0.67,1.0,1.0,0.8,0.6,0.33
pi-qmc.csv,0.31,0.4,0.32,0.36,0.67,0.43,0.59,0.5,0.15,1.0,0.35,0.34
trinitycore.csv,0.3,0.44,0.21,0.31,0.45,0.38,0.2,0.0,0.11,0.17,1.0,0.26
twostep.csv,0.18,0.3,0.2,0.25,0.47,0.4,1.0,0.46,0.21,0.44,0.31,0.3
