,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.99,0.28,0.3,0.41,0.84,0.53
aztec.csv,0.25,1.0,0.19,0.15,0.42,0.02
mplayer-ce.csv,0.62,0.13,0.36,0.51,0.67,0.98
qmmp.csv,0.67,0.21,0.3,0.98,0.9,0.61
synergyspace.csv,0.29,0.06,1.0,0.16,0.51,0.25
xtreemfs.csv,0.67,0.11,0.41,0.51,1.0,0.59
