,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.02,0.13,0.58,0.11,0.36,0.44
aztec.csv,0.12,0.0,0.22,0.0,0.31,0.01
mplayer-ce.csv,0.85,0.73,0.71,0.84,0.56,0.0
qmmp.csv,0.45,0.29,0.47,0.02,0.54,0.94
synergyspace.csv,0.25,0.04,0.0,0.1,0.08,0.12
xtreemfs.csv,0.32,0.73,0.47,0.29,0.03,0.83
