,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,1.0,0.47,0.54,0.34,0.74,0.55
aztec.csv,0.19,1.0,0.22,0.1,0.32,0.01
mplayer-ce.csv,0.43,0.54,0.6,0.39,0.53,0.97
qmmp.csv,0.66,0.57,0.51,0.98,0.76,0.24
synergyspace.csv,0.23,0.05,1.0,0.12,0.4,0.2
xtreemfs.csv,0.66,0.47,0.68,0.48,0.99,0.47
