,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.87,0.68,0.74,0.49,0.8,0.56,0.02,0.12
decidr.csv,0.79,0.68,0.56,0.5,0.8,0.72,0.0,0.12
exist.csv,0.89,0.64,0.55,0.52,0.73,0.79,0.02,0.13
ivatamasks.csv,0.83,0.7,0.61,0.59,0.67,0.6,0.02,0.14
libopenmetaverse.csv,0.68,0.61,0.52,0.65,0.56,0.55,0.0,0.11
mule.csv,0.79,0.73,0.44,0.39,0.72,0.62,0.04,0.12
runuomondains.csv,0.69,0.71,0.67,0.65,0.57,0.63,0.0,0.4
