,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.83,0.72,0.44,0.83,0.86,0.49,0.69,0.85,0.55,0.82,0.68,0.79,1.0,0.81,0.72
emulemorph.csv,0.08,0.05,0.0,0.67,0.05,0.02,0.23,0.04,0.0,0.16,0.17,0.0,0.0,0.04,0.02
fceugc.csv,0.64,0.41,0.15,0.67,0.67,0.25,0.23,0.21,0.27,0.62,0.55,0.39,1.0,0.46,0.57
gnukeda.csv,0.23,0.72,0.63,0.5,0.86,0.92,0.77,0.15,0.64,0.55,0.83,0.7,1.0,0.38,0.64
gusanos.csv,0.01,0.28,0.81,0.0,0.05,0.15,0.38,0.79,0.0,0.13,0.26,0.61,1.0,0.04,0.34
micomt.csv,0.55,0.92,0.78,0.83,0.95,0.64,0.85,0.94,0.73,0.95,0.79,0.9,1.0,0.81,0.91
modplug.csv,1.0,0.87,1.0,1.0,0.71,0.7,0.85,0.93,0.91,0.75,0.92,0.88,1.0,0.92,0.85
ogre.csv,0.48,0.59,0.63,0.33,0.67,0.94,0.54,0.37,0.73,0.49,0.59,0.78,0.0,0.62,0.72
openfrag.csv,0.9,0.59,0.37,0.67,0.67,0.12,0.54,0.72,0.45,0.65,0.67,0.7,1.0,0.62,0.64
oscarmcmaster.csv,0.74,0.33,0.44,0.67,0.48,0.08,0.62,0.63,0.0,0.2,0.5,0.66,1.0,0.31,0.53
pidgin.csv,0.74,0.49,0.56,0.33,0.43,0.34,0.62,0.58,0.45,0.49,0.48,0.54,0.67,0.58,0.64
repositorium.csv,0.0,0.28,0.04,0.17,0.52,0.67,0.0,0.7,0.73,0.31,0.85,0.67,1.0,0.54,0.38
unimrcp.csv,0.39,0.51,0.78,0.67,0.81,0.36,0.54,0.45,0.55,0.65,0.53,0.57,1.0,0.58,0.77
xapian.csv,0.9,1.0,0.56,1.0,0.81,0.64,0.38,0.52,0.73,0.69,0.85,0.88,1.0,0.65,0.62
xqilla.csv,0.17,0.18,0.07,0.67,0.43,0.29,0.23,0.03,0.36,0.4,0.18,0.24,1.0,0.27,0.3
