,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.61,0.59,0.61,0.51,0.17,0.99
lazarus-ccr.csv,0.96,0.32,0.53,0.32,0.39,0.63
lcfizvtop.csv,0.52,0.21,0.13,0.48,0.85,0.53
migen.csv,0.43,0.95,0.32,0.27,0.11,0.26
mvnforum.csv,0.1,0.18,0.91,0.0,0.3,0.3
plplot.csv,0.6,0.53,0.47,1.0,0.53,0.59
