,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.68,0.67,0.73,0.82,0.96,0.0
lazarus-ccr.csv,0.04,0.47,0.55,0.91,0.85,0.58
lcfizvtop.csv,0.54,0.16,0.18,0.14,0.0,0.37
migen.csv,0.18,0.0,0.23,0.35,0.06,0.16
mvnforum.csv,0.04,0.14,0.0,0.02,0.46,0.26
plplot.csv,0.75,0.74,0.84,0.0,0.54,0.47
