,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.55,0.49,0.49,0.61,0.95,0.0,0.41
encog-java.csv,0.98,0.08,0.6,0.02,0.02,0.62,0.04
h2database.csv,0.14,0.92,0.11,0.19,0.08,0.15,0.48
haphazard.csv,0.05,0.06,0.23,0.04,0.23,0.92,0.34
jaql.csv,0.61,0.58,0.37,0.93,0.8,0.31,0.51
raven-monitoring.csv,0.59,0.26,0.94,0.37,0.6,0.85,0.47
v8.csv,0.39,0.81,0.89,0.8,0.94,0.62,1.0
