,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.56,0.5,0.52,0.59,0.95,0.0,0.39
encog-java.csv,0.98,0.1,0.55,0.02,0.02,0.58,0.05
h2database.csv,0.17,0.93,0.13,0.23,0.1,0.18,0.49
haphazard.csv,0.06,0.07,0.27,0.05,0.27,0.93,0.38
jaql.csv,0.63,0.61,0.42,0.94,0.5,0.34,0.54
raven-monitoring.csv,0.55,0.28,0.95,0.41,0.53,0.68,0.45
v8.csv,0.43,0.6,0.0,0.59,0.05,0.46,1.0
