,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.59,0.67,0.58,0.62,0.06,1.05,0.91
encog-java.csv,0.02,0.92,0.7,0.98,0.98,0.66,0.96
h2database.csv,0.87,0.08,0.94,0.82,0.92,0.86,0.7
haphazard.csv,0.96,0.94,0.78,0.96,0.78,0.08,0.73
jaql.csv,0.46,0.49,0.66,0.07,0.83,0.81,0.58
raven-monitoring.csv,0.7,0.94,0.06,0.71,0.76,0.63,0.81
v8.csv,0.67,0.73,1.01,0.74,0.99,0.86,0.0
