,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.46,0.18,0.47,1.0,0.07,0.46
jahshaka.csv,0.72,0.9,0.59,0.97,0.0,0.62
jam-daq.csv,0.55,0.21,0.57,0.97,0.05,0.98
jatlas.csv,0.43,0.0,0.0,1.0,1.0,0.59
jedit.csv,1.0,0.4,0.5,1.0,0.08,0.49
open-media-library.csv,0.53,0.25,1.0,0.97,0.11,0.53
