,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.94,0.28,0.32,0.46,0.33,0.73,0.0,0.36,0.38,0.46,0.0,0.35
bigdata.csv,0.06,0.97,0.23,0.31,0.04,0.39,1.0,0.18,1.0,1.0,0.0,0.92
calcubetimer.csv,0.81,1.0,0.5,1.0,0.94,1.0,1.0,1.0,1.0,0.97,1.0,0.95
jas.csv,0.06,0.01,0.0,0.0,0.0,0.02,0.2,0.0,0.0,0.05,0.88,0.05
jbpm.csv,0.12,0.01,0.41,0.0,0.98,0.18,0.0,0.0,0.0,0.28,0.25,0.1
jgossipforum.csv,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0
joustsim.csv,0.31,0.41,0.36,0.38,0.21,0.27,0.6,1.0,0.62,0.42,0.38,0.4
madman.csv,0.0,0.06,0.05,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.05
mule.csv,0.0,0.99,0.27,0.46,0.48,0.36,0.4,0.64,0.38,0.35,0.25,0.5
nunit.csv,0.06,0.42,0.41,0.15,0.77,0.21,0.0,0.64,0.25,0.37,0.38,0.95
piccolo2d.csv,0.0,0.15,0.05,0.92,0.12,0.02,0.0,0.0,0.0,0.08,0.0,0.1
sblim.csv,0.0,0.03,1.0,0.23,0.15,0.09,0.0,0.0,0.0,0.02,0.0,0.12
