,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.96,0.59,0.14,0.86,0.74
k3b.csv,0.73,0.92,0.75,0.86,0.35
myfaces.csv,0.79,0.73,0.64,0.34,0.61
robocode.csv,0.39,0.73,0.64,0.47,0.56
zildo.csv,0.66,0.39,0.32,0.67,0.52
