,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.33,0.64,0.91,0.29,0.94
k3b.csv,0.5,0.49,0.6,0.15,0.89
myfaces.csv,0.62,0.56,0.95,0.39,0.83
robocode.csv,0.7,0.54,0.59,0.23,0.78
zildo.csv,0.73,0.75,0.79,0.21,0.91
