,0,1,2,3,4,5
moast.csv,0,0,0,0,0,0
chrysalis.csv,16,1,0,1,3,1
cortex-vfx.csv,1,0,2,0,0,0
l2j.csv,1,0,0,0,0,0
geogebra.csv,0,1,1,1,0,1
ffigo.csv,0,1,0,1,0,1
autowikibrowser.csv,1,1,1,1,1,1
gstreamer.csv,1,0,2,0,0,0
quantlib.csv,11,11,3,11,4,11
skia.csv,6,6,6,6,6,6
jruby.csv,0,0,0,0,0,0
chaosrts.csv,0,0,0,0,0,0
mplayer-ce.csv,6,62,2,62,3,62
biopax.csv,0,0,0,0,0,0
linux-ntfs.csv,1,1,0,1,0,1
growl-for-windows.csv,1,1,1,1,1,1
synecdoche.csv,2,1,1,1,0,1
tweetsharp.csv,1,2,1,2,1,2
sandiaportals.csv,0,0,0,0,0,0
biodwh.csv,3,8,8,8,8,8
trinitycore.csv,3,22,4,22,4,22
zemljanka.csv,0,0,0,0,0,0
tango-cs.csv,0,11,0,11,0,11
buddata-ebxml-registry.csv,0,0,0,0,0,0
javaprofiler.csv,0,0,0,0,0,0
fluent-nhibernate.csv,18,18,8,18,4,18
olex2.csv,0,4,0,4,8,4
nunit.csv,0,0,0,0,8,0
tencompetence.csv,0,1,0,1,0,1
exl.csv,2,1,0,1,0,1
nativeclient.csv,0,0,0,0,0,0
codesmith.csv,1,0,9,0,0,0
stajistics.csv,0,1,0,1,1,1
oorexx.csv,0,0,0,0,0,0
crux-framework.csv,11,11,11,11,11,11
ta3d.csv,0,0,0,0,0,0
web-cat.csv,4,2,3,2,1,2
ftm.csv,3,0,2,0,2,0
factor.csv,1,1,0,1,0,1
hydrate.csv,5,0,0,0,0,0
elvishrayrenderer.csv,0,2,0,2,0,2
xamj.csv,2,3,1,3,3,3
uwom.csv,0,82,2,82,1,82
rocrail.csv,3,0,3,0,3,0
columba.csv,2,1,3,1,1,1
metacosm.csv,1,1,1,1,0,1
quickfast.csv,0,0,0,0,0,0
geochat.csv,12,0,1,0,1,0
natpad.csv,0,0,2,0,2,0
libarchive.csv,3,2,0,2,0,2
jcache.csv,0,0,0,0,0,0
zxing.csv,0,0,0,0,0,0
arm-webradio.csv,2,0,0,0,1,0
genoviz.csv,4,0,2,0,2,0
fulguro.csv,8,8,1,8,4,8
wikipediardware.csv,0,0,0,0,0,0
rockbox.csv,0,0,0,0,2,0
ng4j.csv,6,2,3,2,4,2
uface.csv,1,0,2,0,0,0
gisgraphy.csv,6,0,6,0,1,0
emono.csv,0,0,0,0,1,0
miranda.csv,1,1,3,1,3,1
cme.csv,5,0,0,0,5,0
jmule.csv,5,5,0,5,1,5
