,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.25,0.35,0.24,0.26,0.21,0.08
aime.csv,0.54,0.8,0.46,0.0,0.31,0.02
badtrinitycore.csv,0.0,0.05,0.22,0.18,0.54,0.11
electric-core.csv,0.71,0.55,0.23,0.36,0.71,0.47
geochat.csv,0.71,1.0,0.76,0.58,0.25,0.23
olsrd.csv,0.75,0.15,0.3,0.32,0.49,0.42
