,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.05,0.0,0.0,0.14,0.0,0.01,0.07,0.14,0.08,0.13,0.1,0.0,0.05,0.0,0.04,0.09,0.08
codeblocks.csv,0.45,1.0,0.0,0.51,0.41,0.39,0.42,0.7,0.37,0.74,0.79,0.2,0.2,0.21,0.24,0.94,0.27
ctrlr.csv,0.12,0.0,0.15,0.24,0.03,0.01,0.02,0.3,0.01,0.07,0.07,0.1,0.04,0.05,0.07,0.08,0.04
free-evolution.csv,0.35,1.0,0.38,0.11,0.1,0.18,0.14,0.32,0.14,0.22,0.0,0.03,0.01,0.37,0.11,0.28,0.19
fulguro.csv,0.05,0.01,0.26,0.05,0.07,0.29,0.31,0.08,0.17,0.02,0.01,0.03,0.2,0.0,0.05,0.0,0.08
gisgraphy.csv,0.38,0.0,0.67,0.81,0.17,0.45,0.44,0.78,0.4,0.5,0.75,0.53,0.05,0.05,0.52,0.65,0.0
ipfire-wall.csv,0.5,0.33,0.54,0.3,0.59,0.64,0.59,0.0,0.65,0.67,0.21,0.2,0.62,0.63,0.4,0.66,0.73
jruby.csv,0.6,0.79,0.54,0.43,0.86,0.29,0.8,0.05,0.44,0.2,0.23,0.2,0.59,0.0,0.3,0.0,0.54
l2j.csv,0.75,0.98,0.41,0.62,0.79,0.51,0.32,0.68,0.41,0.72,0.5,0.53,0.0,0.68,0.47,0.52,0.62
ldview.csv,0.5,0.91,0.38,0.0,0.45,0.5,0.22,0.41,0.55,0.39,0.52,0.4,0.25,0.32,0.23,0.53,0.71
libmesh.csv,0.55,0.05,0.1,0.35,0.62,0.55,0.19,0.41,0.54,0.04,0.39,0.77,0.59,0.21,0.67,0.52,0.5
red5.csv,0.72,0.96,0.62,0.59,0.03,0.42,0.59,0.43,0.3,0.43,0.37,0.53,0.41,0.53,0.51,0.34,0.42
t-2.csv,0.18,0.6,0.36,0.46,0.1,0.41,0.71,0.46,0.0,0.37,0.54,0.27,0.11,0.26,0.21,0.42,0.44
tencompetence.csv,0.35,0.63,0.08,0.0,0.69,0.24,0.34,0.11,0.51,0.52,0.16,0.27,0.68,0.79,0.02,0.11,0.29
vdsf.csv,0.62,0.02,0.51,0.73,0.69,0.51,0.73,0.59,0.3,0.67,0.63,0.37,0.47,0.58,0.52,0.72,0.73
xbrlapi.csv,0.02,0.72,0.33,0.32,0.66,0.57,0.36,0.43,0.48,0.48,0.27,0.33,0.3,0.37,0.33,0.59,0.44
xcf.csv,0.52,0.93,0.49,0.43,0.34,0.3,0.2,0.35,0.55,0.2,0.28,0.0,0.07,0.47,0.33,0.11,0.54
