,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.93,1.0,1.0,0.77,1.0,0.1,1.0,0.73,0.96,0.93,0.85,0.94,0.98,1.0,0.97,1.0,0.78
codeblocks.csv,0.67,1.0,0.0,0.64,0.62,0.81,0.54,0.76,0.54,0.74,0.82,0.6,0.88,0.68,0.81,0.94,0.78
ctrlr.csv,0.96,1.0,0.82,0.94,1.0,0.9,0.02,0.83,0.97,0.96,0.82,0.88,0.95,0.92,0.92,0.82,0.86
free-evolution.csv,0.8,1.0,0.72,0.82,0.87,0.97,1.01,0.79,0.69,0.95,0.09,0.72,0.89,0.78,0.95,1.04,0.88
fulguro.csv,0.93,0.99,0.9,0.86,0.91,0.77,0.82,0.78,0.86,0.96,1.0,1.0,0.84,1.0,0.94,0.09,0.96
gisgraphy.csv,0.7,0.99,0.81,0.81,0.81,0.8,0.55,0.96,0.5,0.63,0.81,0.62,0.92,0.92,1.05,0.74,0.05
ipfire-wall.csv,0.72,0.48,0.76,0.73,0.69,0.7,0.68,0.06,0.74,0.69,0.73,0.72,0.79,0.86,0.69,0.68,0.88
jruby.csv,0.72,0.79,0.61,0.83,0.87,0.99,0.86,1.0,0.71,0.91,0.79,0.69,0.75,0.01,0.81,1.0,0.84
l2j.csv,0.79,1.0,0.54,0.71,0.81,0.61,0.83,0.75,0.58,0.87,0.67,0.57,0.01,0.83,0.75,0.63,0.77
ldview.csv,0.58,0.91,0.67,0.05,0.73,0.76,0.79,0.46,0.64,0.55,0.76,0.77,0.71,0.67,0.79,0.7,0.8
libmesh.csv,0.73,0.81,0.87,0.67,0.75,0.64,0.83,0.78,0.71,0.2,0.83,0.9,0.75,0.77,0.81,0.59,0.68
red5.csv,0.8,0.97,0.82,0.76,0.04,0.79,0.64,0.94,0.53,0.61,0.59,0.62,0.68,0.75,0.69,0.89,0.5
t-2.csv,0.71,0.77,0.74,0.6,0.94,0.74,0.75,0.72,0.04,0.72,0.81,0.8,0.89,0.91,0.74,0.84,0.74
tencompetence.csv,0.73,0.76,0.98,1.0,0.89,0.84,0.88,0.73,1.02,0.84,0.95,0.94,0.96,0.92,0.03,0.74,0.95
vdsf.csv,0.71,0.17,0.59,0.82,0.86,0.57,0.8,0.66,0.84,0.86,0.72,0.72,0.69,0.76,0.74,0.81,0.84
xbrlapi.csv,0.05,0.8,0.71,0.66,0.71,0.64,0.8,0.51,0.85,0.69,0.72,0.76,0.76,0.7,0.6,0.7,0.66
xcf.csv,0.74,0.93,0.72,0.76,0.6,0.86,0.83,0.8,0.59,0.83,0.7,0.03,0.82,0.84,0.92,0.92,0.71
