,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.09,0.0,0.0,0.28,0.0,0.92,0.0,0.32,0.05,0.1,0.18,0.07,0.02,0.0,0.04,0.0,0.27
codeblocks.csv,0.51,0.0,1.0,0.59,0.54,0.32,0.65,0.56,0.61,0.61,0.51,0.48,0.17,0.4,0.27,0.24,0.31
ctrlr.csv,0.06,0.0,0.22,0.12,0.0,0.12,1.0,0.25,0.04,0.05,0.21,0.15,0.06,0.1,0.1,0.21,0.17
free-evolution.csv,0.33,0.0,0.43,0.23,0.17,0.06,0.0,0.32,0.37,0.1,0.93,0.33,0.13,0.35,0.06,0.0,0.17
fulguro.csv,0.09,0.01,0.17,0.17,0.11,0.33,0.28,0.26,0.19,0.05,0.0,0.0,0.21,0.0,0.09,0.93,0.06
gisgraphy.csv,0.43,0.01,0.48,0.54,0.25,0.36,0.64,0.37,0.68,0.59,0.51,0.63,0.1,0.1,0.1,0.55,0.96
ipfire-wall.csv,0.48,0.65,0.46,0.37,0.57,0.59,0.59,0.95,0.56,0.65,0.34,0.35,0.48,0.4,0.46,0.64,0.43
jruby.csv,0.55,0.55,0.65,0.32,0.42,0.06,0.46,0.0,0.46,0.14,0.28,0.38,0.51,0.99,0.29,0.0,0.38
l2j.csv,0.53,0.09,0.64,0.58,0.52,0.62,0.28,0.55,0.59,0.43,0.54,0.71,0.99,0.47,0.43,0.6,0.5
ldview.csv,0.65,0.33,0.48,0.96,0.44,0.44,0.28,0.73,0.62,0.62,0.46,0.37,0.37,0.44,0.29,0.53,0.52
libmesh.csv,0.5,0.23,0.17,0.46,0.52,0.61,0.22,0.36,0.52,0.84,0.3,0.42,0.51,0.3,0.49,0.66,0.54
red5.csv,0.52,0.17,0.45,0.49,0.98,0.36,0.65,0.2,0.59,0.58,0.56,0.63,0.48,0.46,0.52,0.21,0.69
t-2.csv,0.35,0.49,0.38,0.6,0.09,0.41,0.57,0.46,0.97,0.41,0.4,0.29,0.13,0.16,0.33,0.3,0.43
tencompetence.csv,0.4,0.51,0.04,0.0,0.41,0.22,0.22,0.32,0.13,0.37,0.07,0.11,0.33,0.4,0.98,0.31,0.11
vdsf.csv,0.58,0.86,0.64,0.49,0.44,0.68,0.52,0.63,0.25,0.43,0.56,0.41,0.51,0.48,0.48,0.51,0.48
xbrlapi.csv,0.96,0.51,0.41,0.46,0.59,0.63,0.33,0.68,0.33,0.5,0.37,0.35,0.34,0.43,0.53,0.58,0.51
xcf.csv,0.48,0.27,0.48,0.41,0.53,0.22,0.22,0.32,0.68,0.22,0.4,0.98,0.21,0.34,0.17,0.11,0.53
