,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,1.0,1261.0,154.0,0.0,71.0,0.0,79.0,3.0,43.0,0.0,3.0,0.0,1.0,144.0,0.0,89.0,0.0
codeblocks.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,0.0,11.0,1.0,0.0,0.0,0.0,2.0,0.0
ctrlr.csv,2.0,1261.0,4.0,2.0,71.0,1.0,0.0,7.0,4.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0
free-evolution.csv,1.0,5.0,5.0,3.0,1.0,3.0,79.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,2.0
fulguro.csv,0.0,11.0,4.0,0.0,2.0,3.0,2.0,1.0,81.0,0.0,139.0,61.0,5.0,144.0,0.0,0.0,4.0
gisgraphy.csv,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,57.0,0.0,13.0,4.0,0.0,0.0,0.0,2.0,0.0
ipfire-wall.csv,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,84.0,0.0,6.0,5.0,4.0,0.0,1.0,2.0,1.0
jruby.csv,1.0,5.0,0.0,0.0,0.0,18.0,2.0,54.0,0.0,8.0,2.0,2.0,6.0,0.0,0.0,89.0,0.0
l2j.csv,4.0,4.0,0.0,4.0,2.0,2.0,1.0,15.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,5.0
ldview.csv,0.0,5.0,4.0,0.0,0.0,0.0,2.0,3.0,78.0,0.0,17.0,5.0,4.0,0.0,1.0,1.0,12.0
libmesh.csv,0.0,14.0,0.0,0.0,0.0,0.0,1.0,14.0,92.0,0.0,9.0,4.0,5.0,0.0,0.0,2.0,1.0
red5.csv,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,26.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,0.0
t-2.csv,0.0,5.0,4.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,14.0,3.0,4.0,2.0,0.0,6.0,12.0
tencompetence.csv,0.0,3.0,1.0,57.0,0.0,3.0,6.0,2.0,78.0,0.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0
vdsf.csv,0.0,0.0,4.0,2.0,1.0,3.0,2.0,5.0,90.0,1.0,9.0,4.0,3.0,0.0,0.0,1.0,0.0
xbrlapi.csv,0.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,71.0,1.0,6.0,5.0,3.0,0.0,1.0,1.0,4.0
xcf.csv,0.0,5.0,3.0,2.0,0.0,9.0,1.0,10.0,14.0,5.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0
