,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.8,0.0,0.0,0.6,0.0,0.85,0.75,0.9,0.98,0.88,0.94,0.5,0.88,0.0,0.89,0.86,0.89
codeblocks.csv,0.44,0.26,0.44,0.66,0.43,0.57,0.56,0.44,0.47,0.52,0.5,0.5,0.98,0.53,0.62,0.42,0.68
ctrlr.csv,0.86,0.0,0.96,0.91,0.0,0.67,0.95,0.73,0.88,0.75,0.93,0.86,0.92,0.91,0.95,0.88,0.8
free-evolution.csv,0.65,0.26,0.64,0.88,0.89,0.93,0.88,0.65,0.8,0.83,0.83,0.8,0.95,0.72,0.95,0.82,0.92
fulguro.csv,0.8,0.92,0.96,0.8,0.83,0.97,0.96,0.86,0.99,0.5,0.0,0.0,0.98,0.0,0.94,0.9,0.8
gisgraphy.csv,0.66,0.0,0.66,0.53,0.93,0.88,0.65,0.46,0.68,0.69,0.55,0.53,0.95,0.91,0.9,0.6,0.76
ipfire-wall.csv,0.57,0.49,0.65,0.94,0.45,0.58,0.67,0.59,0.61,0.64,0.78,0.88,0.56,0.56,0.75,0.52,0.41
jruby.csv,0.41,0.33,0.46,0.91,0.34,0.96,0.44,0.5,0.5,0.92,0.97,0.65,0.51,0.49,0.61,0.0,0.41
l2j.csv,0.33,0.27,0.39,0.43,0.31,0.36,0.54,0.38,0.44,0.39,0.46,0.38,0.45,0.41,0.41,0.46,0.33
ldview.csv,0.44,0.29,0.54,0.7,0.55,0.67,0.94,0.38,0.55,0.74,0.58,0.65,0.64,0.61,0.92,0.65,0.35
libmesh.csv,0.55,0.99,0.95,0.82,0.47,0.47,0.93,0.71,0.66,0.83,0.84,0.6,0.6,0.73,0.72,0.65,0.58
red5.csv,0.44,0.28,0.68,0.79,0.44,0.93,0.65,0.84,0.54,0.8,0.72,0.58,0.77,0.62,0.63,0.93,0.47
t-2.csv,0.95,0.44,0.82,0.7,0.83,0.83,0.59,0.64,0.99,0.89,0.79,0.94,0.97,0.95,0.99,0.83,0.5
tencompetence.csv,0.83,0.42,0.83,0.0,0.54,0.96,0.92,0.89,0.86,0.58,0.95,0.91,0.71,0.73,0.64,0.92,0.94
vdsf.csv,0.49,0.99,0.49,0.5,0.49,0.44,0.53,0.4,0.77,0.44,0.51,0.65,0.52,0.54,0.51,0.44,0.38
xbrlapi.csv,0.54,0.37,0.66,0.43,0.38,0.59,0.78,0.41,0.73,0.51,0.85,0.7,0.65,0.74,0.77,0.44,0.53
xcf.csv,0.46,0.28,0.55,0.62,0.47,0.86,0.94,0.67,0.43,0.79,0.76,0.48,0.8,0.46,0.69,0.9,0.37
