,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.07,0.0,0.0,0.24,0.0,0.9,0.0,0.28,0.04,0.08,0.15,0.06,0.02,0.0,0.03,0.0,0.23
codeblocks.csv,0.5,0.99,1.0,0.62,0.53,0.29,0.67,0.72,0.61,0.92,0.79,0.44,0.14,0.36,0.23,1.0,0.27
ctrlr.csv,0.05,0.0,0.19,0.1,0.0,0.1,1.0,0.22,0.03,0.04,0.18,0.12,0.05,0.08,0.08,0.18,0.14
free-evolution.csv,0.29,1.0,0.4,0.19,0.14,0.05,0.0,0.28,0.32,0.08,0.91,0.28,0.11,0.32,0.05,0.0,0.14
fulguro.csv,0.07,0.01,0.14,0.14,0.09,0.29,0.24,0.22,0.16,0.04,0.0,0.0,0.18,0.0,0.07,0.91,0.05
gisgraphy.csv,0.4,0.01,0.54,1.0,0.21,0.33,0.67,0.44,0.71,0.62,0.7,0.69,0.08,0.08,0.08,0.64,0.95
ipfire-wall.csv,0.48,0.65,0.46,0.33,0.63,0.71,0.67,0.94,0.66,0.85,0.3,0.31,0.51,0.41,0.44,0.82,0.5
jruby.csv,0.6,0.94,0.72,0.29,0.86,0.05,0.67,0.0,0.44,0.12,0.24,0.34,0.54,0.99,0.25,0.0,0.36
l2j.csv,0.74,0.81,0.66,0.67,0.81,0.67,0.24,0.67,0.59,0.5,0.55,0.81,0.99,0.53,0.41,0.64,0.55
ldview.csv,0.71,0.95,0.45,0.95,0.42,0.43,0.24,0.78,0.68,0.62,0.45,0.34,0.33,0.4,0.25,0.55,0.64
libmesh.csv,0.52,0.19,0.14,0.43,0.58,0.67,0.19,0.33,0.54,0.81,0.27,0.53,0.54,0.26,0.55,0.73,0.55
red5.csv,0.67,0.87,0.47,0.52,0.98,0.33,0.76,0.17,0.57,0.58,0.55,0.69,0.46,0.46,0.53,0.18,0.73
t-2.csv,0.31,0.52,0.35,0.62,0.07,0.38,0.76,0.44,0.96,0.38,0.39,0.25,0.11,0.13,0.29,0.27,0.41
tencompetence.csv,0.36,0.56,0.03,0.0,0.44,0.19,0.19,0.28,0.11,0.35,0.06,0.09,0.33,0.52,0.98,0.27,0.09
vdsf.csv,0.67,0.84,0.7,0.62,0.49,0.76,0.67,0.72,0.22,0.46,0.64,0.38,0.5,0.5,0.48,0.64,0.59
xbrlapi.csv,0.95,0.65,0.37,0.43,0.72,0.71,0.29,0.72,0.3,0.5,0.33,0.31,0.3,0.4,0.5,0.64,0.5
xcf.csv,0.48,0.99,0.47,0.38,0.51,0.19,0.19,0.28,0.78,0.19,0.36,0.97,0.18,0.31,0.14,0.09,0.55
