,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.58,0.66,0.53,0.49,0.75
open-data-kit.csv,0.63,0.3,0.76,0.53,0.67
qtractor.csv,0.78,0.57,0.51,0.69,0.68
quarkplayer.csv,0.24,0.73,0.32,0.39,0.0
turbotrader-bos.csv,0.25,0.66,0.25,0.71,0.4
