,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.75,0.75,0.84,0.13,0.5,0.05,0.65,0.5,0.12,0.38,0.42
avisynth2.csv,0.9,0.0,1.0,0.6,0.67,0.43,0.0,0.0,0.0,0.0,0.0
coot.csv,0.0,0.54,0.7,0.3,0.35,0.0,0.61,0.65,0.03,0.74,0.39
dsworkbench.csv,0.91,0.8,1.0,0.4,0.5,0.0,1.0,0.31,0.15,0.38,0.29
freelords.csv,0.78,0.55,0.83,0.42,0.42,0.05,0.63,0.62,0.07,0.54,0.4
gephex.csv,0.75,0.56,0.81,0.32,0.41,0.0,0.76,0.51,0.05,0.54,0.39
jas.csv,0.79,0.56,0.68,0.31,0.44,0.17,0.63,0.63,0.3,0.42,0.3
jpaul.csv,0.75,0.0,0.67,0.6,0.5,0.08,0.0,0.69,0.12,1.0,0.0
ngl.csv,0.77,0.54,0.79,0.33,0.42,0.13,0.62,0.69,0.08,0.65,0.35
scenemonitor.csv,0.76,0.65,0.83,0.5,0.74,0.0,0.66,0.56,0.07,0.29,0.17
synecdoche.csv,0.79,0.73,0.79,0.35,0.39,0.0,0.71,0.44,0.02,0.68,0.67
