,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.55,0.6,0.51,0.54,0.63,0.48,0.96,0.51,0.62,0.68
critterding.csv,0.25,0.93,0.59,0.38,0.27,0.26,0.58,0.48,0.53,0.45
enlightenment.csv,0.55,0.42,0.58,0.99,0.52,0.5,0.69,0.59,0.58,0.39
exordium.csv,0.39,0.49,0.96,0.39,0.63,0.56,0.06,0.55,0.26,0.57
google-caja.csv,0.6,0.51,0.54,0.4,0.57,0.99,0.52,0.68,0.68,0.7
itext.csv,0.6,0.25,0.55,0.56,0.45,0.32,0.44,0.41,0.42,0.99
lockss.csv,0.01,0.18,0.13,0.05,0.93,0.16,0.13,0.23,0.18,0.18
modplug.csv,0.42,0.65,0.74,0.5,0.69,0.67,0.63,0.66,0.98,0.48
reactos-mirror.csv,0.97,0.69,0.66,0.44,0.48,0.46,0.3,0.52,0.58,0.62
yafdotnet.csv,0.59,0.51,0.46,0.5,0.68,0.46,0.42,0.97,0.33,0.71
