,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.44,0.57,0.38,0.67,0.26,0.87,1.0,0.66,0.85,0.7
critterding.csv,0.62,1.0,0.34,0.73,0.16,0.85,0.67,0.63,0.87,0.5
enlightenment.csv,0.47,0.5,0.32,0.99,0.23,0.86,0.48,0.59,0.91,0.57
exordium.csv,0.51,0.71,1.0,0.76,0.23,0.75,1.0,0.42,0.8,0.61
google-caja.csv,0.46,0.45,0.28,0.66,0.22,0.99,0.69,0.5,0.77,0.71
itext.csv,0.44,0.44,0.33,0.59,0.25,0.88,0.22,0.61,0.78,0.97
lockss.csv,0.2,0.45,0.17,0.86,1.0,1.0,0.25,0.67,0.8,0.71
modplug.csv,0.4,0.52,0.35,0.6,0.27,0.81,0.32,0.49,1.0,0.52
reactos-mirror.csv,0.99,0.54,0.32,0.69,0.17,0.72,0.3,0.4,0.73,0.57
yafdotnet.csv,0.43,0.42,0.36,0.59,0.26,0.8,0.7,1.0,0.73,0.63
